,time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE,RUL
43,1505,0.533,3.531,-1.039,0.045,0.015,0.059,0.163,0.059592133,0,0.151327238
44,1540,5.346,-5.951,0.919,0.053,0.031,-0.026,0.124,0.060586109,0,0.150333262
45,1575,-0.437,0.539,8.3,-0.004,-0.025,0.009,0.117,0.060586109,0,0.150333262
46,1610,1.441,3.345,-1.194,-0.015,0.045,-0.009,0.091,0.060586109,0,0.150333262
47,1645,0.143,-0.847,7.114,-0.118,-0.15,-0.118,0.11,0.061462818,0,0.149456553
48,1680,2.367,-3.127,-2.411,-0.041,-0.079,-0.112,0.135,0.061462818,0,0.149456553
49,1715,6.634,12.3,3.991,0.018,-0.053,0.001,0.131,0.061462818,0,0.149456553
50,1750,7.022,21.166,3.304,-0.021,-0.074,-0.073,0.091,0.062230668,0,0.148688703
51,1785,5.136,4.894,2.821,-0.088,-0.07,-0.113,0.141,0.062230668,0,0.148688703
52,1820,5.975,1.251,-4.202,-0.126,-0.121,-0.058,0.119,0.062230668,0,0.148688703
53,1855,5.349,6.246,9.859,0.183,-0.034,0.092,0.2,0.06289769,0,0.148021681
54,1890,6.526,4.794,3.896,0.05,0.057,0.049,0.132,0.06289769,0,0.148021681
55,1925,4.543,-1.366,-4.646,0.021,0.034,0.063,0.116,0.06289769,0,0.148021681
56,1960,-1.305,-0.699,0.481,0.011,0.017,0.01,-0.004,0.06289769,0,0.148021681
57,1995,1.57,1.623,4.053,0.02,0.114,-0.095,0.113,0.063471553,0,0.147447818
58,2030,2.897,-0.766,-2.988,-0.229,-0.198,-0.175,0.127,0.063471553,0,0.147447818
59,2065,6.489,3.446,1.454,-0.124,-0.116,-0.111,0.17,0.063471553,0,0.147447818
60,2100,2.38,2.322,-2.23,-0.065,0.065,-0.002,0.119,0.063959575,0,0.146959796
61,2135,2.823,-3.046,11.978,0.11,0.053,0.027,0.125,0.063959575,0,0.146959796
62,2170,5.814,3.262,-1.188,0.06,0.056,0.04,0.105,0.063959575,0,0.146959796
63,2205,10.251,6.59,-4.706,-0.04,-0.03,0.114,0.105,0.064368731,0,0.14655064
64,2240,5.377,6.807,8.324,-0.156,-0.06,-0.097,0.119,0.064368731,0,0.14655064
65,2275,0.838,8.209,-0.344,-0.015,-0.027,-0.023,0.105,0.064368731,0,0.14655064
66,2310,8.501,22.12,-1.339,-0.015,-0.028,0.029,0.074,0.064705665,0,0.146213706
67,2345,4.856,2.352,3.216,-0.164,-0.154,-0.203,0.084,0.064705665,0,0.146213706
68,2380,5.541,1.715,2.142,0.058,0.084,0.11,0.106,0.064705665,0,0.146213706
69,2415,3.842,-1.693,1.914,-0.147,-0.132,0,0.174,0.064976704,0,0.145942667
70,2450,9.236,17.333,1,0.041,-0.014,0.029,0.109,0.064976704,0,0.145942667
71,2485,5.016,1.782,2.564,-0.131,-0.072,-0.159,0.104,0.064976704,0,0.145942667
72,2520,0.677,1.277,-1.675,0.028,0.033,0.026,-0.004,0.064976704,0,0.145942667
73,2555,3.894,-10.291,11.435,0.045,0.045,0.017,0.103,0.065187863,0,0.145731508
74,2590,0.17,9.005,-3.753,-0.045,-0.026,-0.028,0.123,0.065187863,0,0.145731508
75,2625,1.878,-0.76,-1.466,-0.016,-0.085,-0.024,0.144,0.065187863,0,0.145731508
76,2660,-1.591,-5.652,-1.698,-0.129,-0.145,-0.215,0.116,0.065344857,0,0.145574514
77,2695,4.183,4.611,7.621,0.113,0.125,0.131,0.108,0.065344857,0,0.145574514
78,2730,10.572,4.716,-1.708,0.024,0.014,0.105,0.087,0.065344857,0,0.145574514
79,2765,7.492,8.747,-5.196,-0.136,-0.1,-0.061,0.099,0.065453113,0,0.145466258
80,2800,5.819,15.071,2.349,-0.039,-0.003,-0.017,0.132,0.065453113,0,0.145466258
81,2835,0.797,4.589,2.501,0.195,0.11,0.025,0.107,0.065453113,0,0.145466258
82,2870,-0.021,-0.388,11.075,0.207,0.048,0.175,0.091,0.065517775,0,0.145401596
83,2905,-1.049,-7.481,-2.136,0.012,0.072,0.047,0.102,0.065517775,0,0.145401596
84,2940,7.454,20.927,9.624,0.042,-0.048,0.017,0.077,0.065517775,0,0.145401596
85,2975,4.489,11.854,-0.044,0.012,0.086,0.122,0.183,0.065543719,0,0.145375652
86,3010,-0.635,3.609,10.701,0.095,-0.089,0.055,0.154,0.065543719,0,0.145375652
87,3045,-1.061,-4.24,-5.521,0.098,0.111,0.109,0.083,0.065543719,0,0.145375652
88,3080,0.669,0.61,-0.303,-0.05,-0.036,-0.046,-0.004,0.065543719,0,0.145375652
89,3115,1.551,7.639,2.923,-0.103,-0.125,-0.144,0.126,0.065543719,0,0.145375652
90,3150,1.847,-3.617,-4.743,0.041,0.089,0.064,0.099,0.065543719,0,0.145375652
91,3185,6.72,9.168,9.293,0.082,-0.155,-0.082,0.139,0.065543719,0,0.145375652
92,3220,8.244,15.437,1.589,-0.038,-0.112,-0.055,0.11,0.065543719,0,0.145375652
93,3255,4.647,0.293,12.66,-0.081,0.038,-0.121,0.135,0.065543719,0,0.145375652
94,3290,3.613,7.871,-3.469,-0.043,-0.141,-0.033,0.085,0.065543719,0,0.145375652
95,3325,3.658,16.287,-4.392,-0.046,-0.051,-0.13,0.138,0.065543719,0,0.145375652
96,3360,-1.226,-2.735,-5.172,0.004,0.078,-0.013,0.123,0.065543719,0,0.145375652
97,3395,5.758,6.274,6.643,-0.045,0.007,-0.146,0.083,0.065543719,0,0.145375652
98,3430,5.126,-4.473,16.321,-0.04,-0.184,-0.151,0.072,0.065543719,0,0.145375652
99,3465,8.527,5.533,-3.263,-0.126,-0.15,-0.028,0.095,0.065543719,0,0.145375652
100,3500,6.546,8.558,11.418,-0.076,-0.092,-0.099,0.107,0.065543719,0,0.145375652
101,3535,1.609,-8.692,11.924,0.055,0.04,0.069,0.157,0.065543719,0,0.145375652
102,3570,-1.536,2.749,-4.458,0.109,0.152,0.145,0.126,0.065543719,0,0.145375652
103,3605,3.619,13.026,7.056,0.048,0.026,0.047,0.109,0.065543719,0,0.145375652
104,3640,0.827,1.529,0.872,0.037,0.037,0.036,-0.004,0.065543719,0,0.145375652
105,3675,3.085,3.65,6.181,-0.05,0.157,-0.135,0.105,0.065543719,0,0.145375652
106,3710,11.442,1.913,-3.625,0.076,-0.04,0.155,0.129,0.065543719,0,0.145375652
107,3745,0.068,2.122,7.659,0.058,0.13,0.015,0.158,0.065543719,0,0.145375652
108,3780,9.436,-4.206,-1.205,0.095,-0.06,0.026,0.101,0.065543719,0,0.145375652
109,3815,5.377,-2.294,14.477,0.1,-0.049,-0.007,0.112,0.065543719,0,0.145375652
110,3850,5.479,8.708,-3.572,-0.011,-0.046,0.054,0.097,0.065543719,0,0.145375652
111,3885,7.319,3.125,-0.861,-0.093,-0.131,-0.152,0.113,0.065945969,0,0.144973402
112,3920,2.45,2.712,5.416,-0.262,-0.153,-0.325,0.131,0.065945969,0,0.144973402
113,3955,3.956,0.002,-1.788,-0.04,-0.095,-0.002,0.098,0.065945969,0,0.144973402
114,3990,0.05,4.19,7.077,-0.097,0.038,-0.174,0.095,0.066358367,0,0.144561004
115,4025,7.189,-1.87,-3.367,0.023,-0.052,0.014,0.111,0.066358367,0,0.144561004
116,4060,6.425,2.258,8.211,-0.12,0.03,-0.103,0.079,0.066358367,0,0.144561004
117,4095,4.962,-8.321,17.957,0.123,-0.043,-0.074,0.113,0.066764133,0,0.144155238
118,4130,7.555,1.659,-4.342,0.088,0.014,0.123,0.111,0.066764133,0,0.144155238
119,4165,1.147,5.184,8.983,0.003,0,-0.032,0.111,0.066764133,0,0.144155238
120,4200,3.688,18.608,1.049,-0.101,0.003,0.024,0.237,0.067164749,0,0.143754622
121,4235,2.932,6.535,1.836,-0.007,-0.023,0.008,0.138,0.067164749,0,0.143754622
122,4270,5.703,5.685,-2.933,-0.054,0.014,0.048,0.1,0.067164749,0,0.143754622
123,4305,5.454,2.708,4.843,-0.173,0.067,-0.117,0.193,0.067164749,0,0.143754622
124,4340,0.962,1.899,-2.541,-0.118,-0.044,-0.048,0.105,0.067561562,0,0.143357809
125,4375,1.955,7.228,7.291,-0.17,-0.042,-0.187,0.093,0.067561562,0,0.143357809
126,4410,7.269,2.219,-1.225,0.05,0.008,0.124,0.098,0.067561562,0,0.143357809
127,4445,7.471,26.007,3.787,0.092,0.028,0.012,0.127,0.067955795,0,0.142963576
128,4480,5.993,7.342,0.029,-0.151,-0.161,-0.183,0.14,0.067955795,0,0.142963576
129,4515,2.009,2.36,3.92,-0.011,-0.03,0.082,0.094,0.067955795,0,0.142963576
130,4550,8.385,5.032,-1.493,-0.101,-0.098,-0.025,0.109,0.068348553,0,0.142570818
131,4585,9.17,15.513,0.758,-0.008,-0.039,0.079,0.131,0.068348553,0,0.142570818
132,4620,2.881,0.551,0.158,0.121,0.151,0.108,0.1,0.068348553,0,0.142570818
133,4655,1.446,1.519,5.59,-0.043,0.084,-0.18,0.106,0.068740823,0,0.142178548
134,4690,3.072,-6.9,-4.457,0.15,0.055,0.058,0.118,0.068740823,0,0.142178548
135,4725,4.727,9.663,12.097,0.117,0.092,0.031,0.092,0.068740823,0,0.142178548
136,4760,3.854,-3.08,19.456,-0.087,-0.202,-0.133,0.21,0.069133487,0,0.141785884
137,4795,7.578,0.223,-5.05,-0.096,-0.103,-0.035,0.104,0.069133487,0,0.141785884
138,4830,7.007,10.622,15.392,-0.069,-0.136,-0.125,0.113,0.069133487,0,0.141785884
139,4865,6.048,7.574,-1.986,0.25,0.216,0.187,0.185,0.069133487,0,0.141785884
140,4900,4.536,19.911,3.853,-0.092,-0.114,-0.126,0.086,0.069527322,0,0.141392049
141,4935,8.345,1.703,1.293,-0.121,-0.096,-0.074,0.101,0.069527322,0,0.141392049
142,4970,8.394,7.873,7.093,0.061,-0.012,0.118,0.097,0.069527322,0,0.141392049
143,5005,4.492,-5.636,13.795,-0.088,-0.104,-0.138,0.133,0.069923009,0,0.140996362
144,5040,0.682,2.677,-1.897,0.026,0.041,0.04,0.145,0.069923009,0,0.140996362
145,5075,5.041,11.354,7.815,0.005,-0.004,0,0.094,0.069923009,0,0.140996362
146,5110,4.677,18.597,0.328,-0.021,-0.144,-0.028,0.083,0.070321136,0,0.140598235
147,5145,2.514,1.229,6.048,-0.157,-0.028,-0.198,0.111,0.070321136,0,0.140598235
148,5180,10.439,6.715,0.059,0.122,-0.032,0.175,0.093,0.070321136,0,0.140598235
149,5215,2.12,3.313,10.999,-0.227,-0.067,-0.108,0.119,0.070722202,0,0.140197169
150,5250,9.77,-4.038,-3.067,0.069,0.029,0.086,0.116,0.070722202,0,0.140197169
151,5285,9.382,1.805,18.431,0.044,-0.067,-0.114,0.083,0.070722202,0,0.140197169
152,5320,2.984,-12.037,-0.939,-0.083,-0.033,-0.102,0.219,0.071126626,0,0.139792745
153,5355,6.976,7.199,12.856,0.026,-0.136,0.03,0.113,0.071126626,0,0.139792745
154,5390,6.06,-0.432,-4.655,0.011,0.088,0.05,0.103,0.071126626,0,0.139792745
155,5425,7.392,8.598,10.37,0.054,0.05,-0.053,0.182,0.071126626,0,0.139792745
156,5460,4.73,-4.695,16.684,0.056,-0.054,-0.054,0.109,0.071534746,0,0.139384625
157,5495,0.781,0.612,-2.651,0.066,0.081,0.061,0.117,0.071534746,0,0.139384625
158,5530,5.014,10.668,9.36,-0.059,-0.087,-0.08,0.108,0.071534746,0,0.139384625
159,5565,6.687,7.703,-6.597,-0.081,-0.121,-0.06,0.105,0.07194683,0,0.138972541
160,5600,2.914,9.091,6.077,-0.157,-0.096,-0.14,0.123,0.07194683,0,0.138972541
161,5635,2.198,4.32,1.889,-0.083,-0.092,-0.069,0.118,0.07194683,0,0.138972541
162,5670,0.093,7.169,6.523,0.002,-0.025,-0.011,0.107,0.072363075,0,0.138556296
163,5705,5.137,4.433,-4.63,0.057,0.069,0.058,0.146,0.072363075,0,0.138556296
164,5740,5.798,0.114,4.964,-0.079,0.134,-0.05,0.104,0.072363075,0,0.138556296
165,5775,-0.012,0.733,-0.758,-0.031,0.048,-0.086,0.12,0.072783613,0,0.138135758
166,5810,3.072,4.82,11.039,-0.104,0.063,-0.037,0.094,0.072783613,0,0.138135758
167,5845,9.253,2.836,-7.219,-0.016,-0.071,0.027,0.097,0.072783613,0,0.138135758
168,5880,-0.059,3.149,7.332,-0.086,0.057,-0.216,0.24,0.073208515,0,0.137710856
169,5915,4.538,-7.635,-3.206,0.138,-0.003,0.041,0.104,0.073208515,0,0.137710856
170,5950,4.814,8.641,15.057,-0.087,0.006,-0.148,0.134,0.073208515,0,0.137710856
171,5985,8.538,5.114,-3.233,-0.071,-0.009,0.06,0.205,0.073208515,0,0.137710856
172,6020,7.293,11.031,1.04,-0.088,-0.113,-0.034,0.103,0.073637796,0,0.137281575
173,6055,1.132,3.128,4.183,-0.022,0.047,-0.109,0.124,0.073637796,0,0.137281575
174,6090,3.927,2.516,-1.774,-0.084,-0.044,0.03,0.111,0.073637796,0,0.137281575
175,6125,5.949,-9.043,0.095,0.125,0.147,0.008,0.114,0.074071419,0,0.136847952
176,6160,6.475,4.566,18.518,0.155,0.057,0.053,0.113,0.074071419,0,0.136847952
177,6195,9.688,0.946,-2.947,0.009,0.059,0.103,0.116,0.074071419,0,0.136847952
178,6230,4.532,-3.502,16.23,0.106,-0.073,-0.025,0.113,0.074509295,0,0.136410076
179,6265,4.751,-3.281,-2.411,0.078,0.081,0.017,0.114,0.074509295,0,0.136410076
180,6300,7.293,5.175,15.213,-0.256,-0.287,-0.342,0.095,0.074509295,0,0.136410076
181,6335,13.973,-7.015,-0.869,0.113,-0.045,0.193,0.146,0.074951291,0,0.13596808
182,6370,4.585,-2.175,19.711,0.093,0.013,0,0.108,0.074951291,0,0.13596808
183,6405,4.941,2.029,-7.051,0.074,0.128,0.121,0.092,0.074951291,0,0.13596808
184,6440,11.684,-9.799,-1.401,0.06,-0.037,0.079,0.19,0.075397232,0,0.135522139
185,6475,9.448,-1.641,20.214,-0.102,-0.186,-0.258,0.08,0.075397232,0,0.135522139
186,6510,11.472,3.332,-6.706,-0.03,0.007,0.108,0.108,0.075397232,0,0.135522139
187,6545,5.966,2.863,13.806,0.01,0.055,-0.127,0.216,0.075397232,0,0.135522139
188,6580,1.405,6.022,-0.621,0.127,0.096,0.052,0.085,0.075846902,0,0.135072469
189,6615,5.715,3.166,10.408,-0.041,0.14,-0.014,0.087,0.075846902,0,0.135072469
190,6650,11.153,7.252,-3.118,-0.039,-0.105,0.037,0.128,0.075846902,0,0.135072469
191,6685,11.278,2.187,-1.973,0.039,0.004,0.027,0.101,0.076300051,0,0.13461932
192,6720,5.61,3.553,13.978,-0.029,-0.173,-0.081,0.122,0.076300051,0,0.13461932
193,6755,3.004,5.954,-0.432,-0.01,0.07,-0.035,0.103,0.076300051,0,0.13461932
194,6790,10.821,24.074,12.046,-0.116,0.068,-0.042,0.106,0.076756396,0,0.134162975
195,6825,6.633,8.085,0.809,0.135,0.146,0.151,0.145,0.076756396,0,0.134162975
196,6860,3.483,4.818,4.85,-0.075,-0.072,0.056,0.092,0.076756396,0,0.134162975
197,6895,9.068,9.128,-2.936,-0.129,-0.049,-0.073,0.102,0.077215623,0,0.133703748
198,6930,6.447,18.709,2.586,-0.2,-0.235,-0.14,0.086,0.077215623,0,0.133703748
199,6965,0.31,-0.092,6.716,-0.093,0.031,-0.151,0.111,0.077215623,0,0.133703748
200,7000,-1.659,9.467,-7.196,-0.092,0.072,-0.049,0.228,0.077677393,0,0.133241978
201,7035,3.306,20.833,2.008,0.073,0.02,0.063,0.091,0.077677393,0,0.133241978
202,7070,4.248,1.024,4.617,-0.067,-0.062,-0.032,0.103,0.077677393,0,0.133241978
203,7105,7.344,5.629,5.436,0.031,-0.013,0.066,0.209,0.077677393,0,0.133241978
204,7140,10.546,1.023,-5.453,0.199,0.104,0.144,0.103,0.078141339,0,0.132778032
205,7175,3.67,11.22,7.464,-0.063,0.034,-0.002,0.121,0.078141339,0,0.132778032
206,7210,0.532,2.87,-0.368,0.127,0.032,-0.023,0.14,0.078141339,0,0.132778032
207,7245,9.845,4.874,-6.63,0.135,0.05,0.152,0.1,0.078607077,0,0.132312294
208,7280,4.444,10.816,5.506,0.142,0.112,0.166,0.136,0.078607077,0,0.132312294
209,7315,-0.172,2.651,2.034,0.106,0.069,-0.046,0.115,0.078607077,0,0.132312294
210,7350,7.441,-0.147,19.26,0.073,-0.043,-0.06,0.092,0.079074199,0,0.131845172
211,7385,7.8,-1.691,-7.176,0.063,0.08,0.114,0.11,0.079074199,0,0.131845172
212,7420,6.723,12.632,13.509,0.046,-0.031,0.012,0.111,0.079074199,0,0.131845172
213,7455,7.471,-4.34,20.728,0.065,-0.061,-0.127,0.094,0.079542285,0,0.131377086
214,7490,8.749,3.735,-7.975,-0.02,-0.102,-0.008,0.084,0.079542285,0,0.131377086
215,7525,3.609,8.213,10.414,0.032,-0.001,0.026,0.092,0.079542285,0,0.131377086
216,7560,-0.851,-3.466,-3.62,-0.023,0.057,-0.006,0.228,0.080010896,0,0.130908475
217,7595,6.582,4.461,16.818,0.052,0.015,-0.026,0.094,0.080010896,0,0.130908475
218,7630,9.245,-0.025,-8.412,0.015,0.08,0.09,0.098,0.080010896,0,0.130908475
219,7665,12.233,6.511,16.09,0.1,0.013,0,0.231,0.080010896,0,0.130908475
220,7700,4.163,3.323,13.891,-0.014,-0.01,0.058,0.092,0.080479584,0,0.130439787
221,7735,10.368,-0.662,-7.076,-0.054,-0.081,-0.056,0.099,0.080479584,0,0.130439787
222,7770,7.893,7.824,9.193,0.093,-0.002,0.064,0.142,0.080479584,0,0.130439787
223,7805,11.43,-0.914,20.975,0.107,0.044,0.147,0.11,0.080947889,0,0.129971482
224,7840,6.242,3.068,-3.783,-0.204,-0.115,-0.158,0.097,0.080947889,0,0.129971482
225,7875,6.321,8.278,-0.437,-0.031,-0.004,0.148,0.1,0.080947889,0,0.129971482
226,7910,8.252,5.63,-5.806,0.066,-0.053,0.04,0.094,0.081415343,0,0.129504028
227,7945,2.282,6.955,-1.191,0.034,0.026,0.077,0.104,0.081415343,0,0.129504028
228,7980,3.7,8.97,8.081,-0.05,-0.079,-0.132,0.098,0.081415343,0,0.129504028
229,8015,10.57,20.844,13.993,-0.07,-0.061,-0.09,0.114,0.081881473,0,0.129037898
230,8050,4.421,5.746,0.822,0.044,0.09,0.021,0.084,0.081881473,0,0.129037898
231,8085,8.062,-0.025,-6.927,-0.1,-0.147,0.024,0.086,0.081881473,0,0.129037898
232,8120,5.059,16.93,-0.41,-0.071,-0.059,0.035,0.216,0.082345801,0,0.12857357
233,8155,8.156,1.079,16.918,0.081,0.003,-0.078,0.113,0.082345801,0,0.12857357
234,8190,6.183,0.421,-7.596,-0.061,-0.005,0.039,0.106,0.082345801,0,0.12857357
235,8225,5.33,2.095,3.966,-0.133,-0.158,-0.025,0.238,0.082345801,0,0.12857357
236,8260,8.534,-3.881,17.644,0.044,-0.033,-0.036,0.097,0.082807844,0,0.128111527
237,8295,3.153,7.802,-1.136,-0.039,0.028,-0.038,0.108,0.082807844,0,0.128111527
238,8330,3.566,3.178,-0.84,0.016,0.061,0.12,0.147,0.082807844,0,0.128111527
239,8365,9.172,1.986,-9.339,-0.139,-0.148,-0.161,0.106,0.083267122,0,0.127652249
240,8400,7.758,19.052,6.251,-0.007,-0.078,0.011,0.107,0.083267122,0,0.127652249
241,8435,2.589,4.361,4.159,-0.207,0.032,-0.237,0.129,0.083267122,0,0.127652249
242,8470,10.464,-0.715,20.858,0.152,-0.025,0.12,0.099,0.083723152,0,0.127196219
243,8505,7.87,4.716,-5.983,-0.009,0.085,0.049,0.092,0.083723152,0,0.127196219
244,8540,5.303,6.383,5.984,0.066,0.005,0.123,0.105,0.083723152,0,0.127196219
245,8575,13.634,-8.576,-2.445,0.069,-0.088,0.205,0.122,0.084175456,0,0.126743915
246,8610,7.995,0.317,15.004,-0.025,-0.097,-0.059,0.101,0.084175456,0,0.126743915
247,8645,1.935,2.67,-3.899,-0.116,-0.043,-0.123,0.095,0.084175456,0,0.126743915
248,8680,14.675,-10.877,-2.272,0.149,-0.014,0.026,0.19,0.084623556,0,0.126295815
249,8715,10.306,5.208,14.786,0.104,-0.019,0.133,0.098,0.084623556,0,0.126295815
250,8750,1.645,3.892,-0.555,-0.091,-0.059,-0.125,0.102,0.084623556,0,0.126295815
251,8785,3.209,3.748,-0.144,-0.106,-0.099,0.042,0.199,0.084623556,0,0.126295815
252,8820,7.994,13.471,13.213,0.067,0.024,0.019,0.111,0.085066983,0,0.125852388
253,8855,2.693,5.789,1.101,-0.097,-0.092,-0.123,0.099,0.085066983,0,0.125852388
254,8890,3.252,1.522,0.852,0.073,0.116,0.273,0.128,0.085066983,0,0.125852388
255,8925,0.357,5.771,4.691,0.015,0.045,0.012,0.107,0.085505271,0,0.1254141
256,8960,6.542,-0.898,-7.538,-0.029,-0.001,0.126,0.095,0.085505271,0,0.1254141
257,8995,10.282,8.885,17.523,0.004,0.058,0.004,0.119,0.085505271,0,0.1254141
258,9030,4.127,10.048,-1.993,0.09,0.109,0.112,0.095,0.085937963,0,0.124981408
259,9065,4.144,0.641,-7.537,-0.028,-0.034,0.062,0.109,0.085937963,0,0.124981408
260,9100,14.657,5.763,19.733,0.051,0.048,-0.021,0.09,0.085937963,0,0.124981408
261,9135,2.909,10.968,0.939,0.084,0.039,0.016,0.099,0.086364608,0,0.124554763
262,9170,3.758,0.053,-6.028,-0.013,-0.078,-0.037,0.084,0.086364608,0,0.124554763
263,9205,14.941,7.47,20.632,0.145,0.116,0.076,0.09,0.086364608,0,0.124554763
264,9240,3.344,10.345,-0.136,0.088,0.092,0.061,0.221,0.086784768,0,0.124134603
265,9275,6.014,-3.578,-3.92,0.041,-0.067,0.06,0.073,0.086784768,0,0.124134603
266,9310,15.255,7.132,22.101,0.108,0,0.005,0.09,0.086784768,0,0.124134603
267,9345,8.593,7.629,3.812,-0.101,-0.078,-0.047,0.143,0.086784768,0,0.124134603
268,9380,5.345,-2.622,-5.164,0.075,-0.047,0.046,0.098,0.087198012,0,0.123721359
269,9415,14.391,8.966,21.364,0.129,0.09,-0.014,0.108,0.087198012,0,0.123721359
270,9450,14.96,7.136,-4.667,-0.088,-0.016,0.025,0.153,0.087198012,0,0.123721359
271,9485,3.628,13.337,-3.219,-0.005,0.036,0.019,0.123,0.087603924,0,0.123315447
272,9520,2.61,2.553,-4.217,0.02,0.05,0.077,0.102,0.087603924,0,0.123315447
273,9555,12.334,9.832,17.186,-0.033,0.154,-0.132,0.076,0.087603924,0,0.123315447
274,9590,4.422,13.056,-1.825,0.104,0.16,0.178,0.106,0.088002097,0,0.122917274
275,9625,1.281,2.652,-6.575,0.091,0.06,0.03,0.088,0.088002097,0,0.122917274
276,9660,14.623,9.881,17.88,-0.038,0.044,-0.05,0.089,0.088002097,0,0.122917274
277,9695,2.92,11.288,0.043,0.169,0.185,0.162,0.106,0.088392138,0,0.122527233
278,9730,3.865,-2.99,-5.545,-0.002,-0.062,-0.021,0.089,0.088392138,0,0.122527233
279,9765,18.365,5.765,22.147,0.21,0.087,0.017,0.1,0.088392138,0,0.122527233
280,9800,0.009,8.756,5.168,0.028,0.039,0.035,0.206,0.08877367,0,0.122145701
281,9835,8.414,-4.243,-6.118,-0.042,-0.158,-0.047,0.088,0.08877367,0,0.122145701
