,time,axial_force,vibration1,vibration2,vibration_x,vibration_y,force_z,tool_wear,ACTION_CODE,RUL
30,1320,150.73,-3.133,-2.8946,-3.133,-2.8946,150.73,0.125825567,0,0.136815037
31,1364,279.92,5.3209,5.6203,5.3209,5.6203,279.92,0.126090729,0,0.136549875
32,1408,437.82,-2.0214,-1.9867,-2.0214,-1.9867,437.82,0.126355234,0,0.13628537
33,1452,265.56,4.4014,4.6096,4.4014,4.6096,265.56,0.126619091,0,0.136021513
34,1496,380.4,3.3406,3.4594,3.3406,3.4594,380.4,0.126882314,0,0.13575829
35,1540,394.76,0.2525,0.6612,0.2525,0.6612,394.76,0.12714492,0,0.135495684
36,1584,71.774,-3.1645,-3.1883,-3.1645,-3.1883,71.774,0.127402169,0,0.135238435
37,1628,401.93,1.4219,1.828,1.4219,1.828,401.93,0.127663612,0,0.134976992
38,1672,373.22,3.667,3.6785,3.667,3.6785,373.22,0.127924505,0,0.134716099
39,1716,57.419,4.6327,4.9199,4.6327,4.9199,57.419,0.128184878,0,0.134455726
40,1760,157.9,7.3866,7.7651,7.3866,7.7651,157.9,0.128444761,0,0.134195843
41,1804,28.71,7.2832,7.6848,7.2832,7.6848,28.71,0.128704188,0,0.133936416
42,1848,-71.774,-4.1887,-4.0371,-4.1887,-4.0371,-71.774,0.128963197,0,0.133677407
43,1892,-373.22,-1.357,-1.0904,-1.357,-1.0904,-373.22,0.129221827,0,0.133418777
44,1936,14.355,-0.577,-0.4626,-0.577,-0.4626,14.355,0.129480122,0,0.133160482
45,1980,-172.26,4.6269,4.9385,4.6269,4.9385,-172.26,0.12973813,0,0.132902474
46,2024,57.419,2.1268,2.5348,2.1268,2.5348,57.419,0.129995903,0,0.132644701
47,2068,-71.774,-0.1857,0,-0.1857,0,-71.774,0.130253498,0,0.132387106
48,2112,-287.1,-1.9533,-1.8132,-1.9533,-1.8132,-287.1,0.130510976,0,0.132129628
49,2156,-244.03,-3.0585,-3.1671,-3.0585,-3.1671,-244.03,0.130768406,0,0.131872198
50,2200,172.26,0.239,0.3373,0.239,0.3373,172.26,0.131025862,0,0.131614742
51,2244,186.61,6.0964,6.6753,6.0964,6.6753,186.61,0.131283426,0,0.131357178
52,2288,-186.61,0.3136,0.6727,0.3136,0.6727,-186.61,0.131541188,0,0.131099416
53,2332,-172.26,2.6376,3.0842,2.6376,3.0842,-172.26,0.131799249,0,0.130841355
54,2376,330.16,-1.6365,-1.5697,-1.6365,-1.5697,330.16,0.13205772,0,0.130582884
55,2420,344.52,-3.0694,-3.2455,-3.0694,-3.2455,344.52,0.132316726,0,0.130323878
56,2464,114.84,-5.6569,-5.5078,-5.6569,-5.5078,114.84,0.132576404,0,0.1300642
57,2508,-28.71,4.8897,5.229,4.8897,5.229,-28.71,0.132836913,0,0.129803691
58,2552,157.9,-0.7498,-0.5552,-0.7498,-0.5552,157.9,0.133098427,0,0.129542177
59,2596,-330.16,4.5607,4.8479,4.5607,4.8479,-330.16,0.133361146,0,0.129279458
60,2640,0,4.519,4.517,4.519,4.517,0,0.133625297,0,0.129015307
61,2684,0,-1.9989,-1.8878,-1.9989,-1.8878,0,0.133891138,0,0.128749466
62,2728,14.355,2.8561,3.2647,2.8561,3.2647,14.355,0.134158961,0,0.128481643
63,2772,272.74,4.4958,4.5331,4.4958,4.5331,272.74,0.1344291,0,0.128211504
64,2816,244.03,5.4815,5.9962,5.4815,5.9962,244.03,0.134701931,0,0.127938673
65,2860,-272.74,1.6083,2.0632,1.6083,2.0632,-272.74,0.13497788,0,0.127662724
66,2904,-57.419,4.4644,5.0555,4.4644,5.0555,-57.419,0.135257417,0,0.127383187
67,2948,172.26,7.3673,7.7085,7.3673,7.7085,172.26,0.13554105,0,0.127099554
68,2992,215.32,-4.517,-4.5986,-4.517,-4.5986,215.32,0.135829311,0,0.126811293
69,3036,129.19,-2.1994,-2.3478,-2.1994,-2.3478,129.19,0.136122723,0,0.126517881
70,3080,-43.064,5.8651,6.1748,5.8651,6.1748,-43.064,0.136421734,0,0.12621887
71,3124,-86.129,9.6541,10.105,9.6541,10.105,-86.129,0.136726632,0,0.125913972
72,3168,-86.129,6.0656,6.4055,6.0656,6.4055,-86.129,0.137037402,0,0.125603202
73,3212,229.68,6.8443,7.4438,6.8443,7.4438,229.68,0.137353556,0,0.125287048
74,3256,-186.61,-3.9998,-4.003,-3.9998,-4.003,-186.61,0.137673951,0,0.124966653
75,3300,-172.26,3.9523,3.9407,3.9523,3.9407,-172.26,0.137996706,0,0.124643898
76,3344,122.02,5.4667,5.7822,5.4667,5.7822,122.02,0.138258969,0,0.124381635
77,3388,-93.306,-6.6535,-6.5378,-6.6535,-6.5378,-93.306,0.138519579,0,0.124121025
78,3432,-21.532,1.5434,1.6995,1.5434,1.6995,-21.532,0.138776409,0,0.123864195
79,3476,-136.37,6.8475,7.1534,6.8475,7.1534,-136.37,0.139028885,0,0.123611719
80,3520,-21.532,-1.9475,-2.0208,-1.9475,-2.0208,-21.532,0.139276479,0,0.123364125
81,3564,78.951,1.9418,2.4037,1.9418,2.4037,78.951,0.139518719,0,0.123121885
82,3608,-7.1774,10.743,11.271,10.743,11.271,-7.1774,0.139755255,0,0.122885349
83,3652,222.5,-5.5708,-5.7314,-5.5708,-5.7314,222.5,0.13998565,0,0.122654954
84,3696,337.34,11.343,11.886,11.343,11.886,337.34,0.140209727,0,0.122430877
85,3740,509.6,9.9497,10.445,9.9497,10.445,509.6,0.140427358,0,0.122213246
86,3784,351.69,8.824,9.2307,8.824,9.2307,351.69,0.140638518,0,0.122002086
87,3828,222.5,3.417,3.8617,3.417,3.8617,222.5,0.14084329,0,0.121797314
88,3872,251.21,0.4478,0.8404,0.4478,0.8404,251.21,0.141041854,0,0.12159875
89,3916,179.43,3.9857,4.4843,3.9857,4.4843,179.43,0.141234488,0,0.121406116
90,3960,7.1774,-0.728,-0.5185,-0.728,-0.5185,7.1774,0.141421553,0,0.121219051
91,4004,208.14,-3.7916,-3.9702,-3.7916,-3.9702,208.14,0.141603485,0,0.121037119
92,4048,150.73,2.6871,3.099,2.6871,3.099,150.73,0.141780781,0,0.120859823
93,4092,35.887,9.1395,9.6175,9.1395,9.6175,35.887,0.141953986,0,0.120686618
94,4136,179.43,-2.8452,-3.0469,-2.8452,-3.0469,179.43,0.142123677,0,0.120516927
95,4180,581.37,4.3172,4.2748,4.3172,4.2748,581.37,0.142290451,0,0.120350153
96,4224,107.66,1.8396,2.006,1.8396,2.006,107.66,0.142454909,0,0.120185695
97,4268,251.21,-5.4513,-5.3729,-5.4513,-5.3729,251.21,0.142617647,0,0.120022957
98,4312,193.79,-2.0047,-1.8756,-2.0047,-1.8756,193.79,0.142779242,0,0.119861362
99,4356,136.37,1.1829,1.2529,1.1829,1.2529,136.37,0.142940242,0,0.119700362
100,4400,222.5,4.208,4.3995,4.208,4.3995,222.5,0.143101161,0,0.119539443
101,4444,193.79,-1.5665,-1.4431,-1.5665,-1.4431,193.79,0.143262469,0,0.119378135
102,4488,308.63,-2.5978,-2.4024,-2.5978,-2.4024,308.63,0.143424591,0,0.119216013
103,4532,222.5,-0.7492,-0.6335,-0.7492,-0.6335,222.5,0.143587901,0,0.119052703
104,4576,-35.887,5.1975,5.1936,5.1975,5.1936,-35.887,0.143752722,0,0.118887882
105,4620,423.47,3.3425,3.7396,3.3425,3.7396,423.47,0.143919326,0,0.118721278
106,4664,64.597,3.1446,3.4222,3.1446,3.4222,64.597,0.144087933,0,0.118552671
107,4708,-78.951,2.9088,3.106,2.9088,3.106,-78.951,0.144258716,0,0.118381888
108,4752,107.66,5.274,5.5772,5.274,5.5772,107.66,0.144431798,0,0.118208806
109,4796,251.21,-2.2701,-2.078,-2.2701,-2.078,251.21,0.144607259,0,0.118033345
110,4840,308.63,-1.2073,-1.0505,-1.2073,-1.0505,308.63,0.144785139,0,0.117855465
111,4884,35.887,11.803,12.46,11.803,12.46,35.887,0.144965436,0,0.117675168
112,4928,222.5,6.268,6.8443,6.268,6.8443,222.5,0.145148117,0,0.117492487
113,4972,-35.887,3.915,4.2138,3.915,4.2138,-35.887,0.145333133,0,0.117307471
114,5016,294.27,1.5254,1.6918,1.5254,1.6918,294.27,0.145520427,0,0.117120177
115,5060,394.76,-4.0461,-3.9304,-4.0461,-3.9304,394.76,0.145709944,0,0.11693066
116,5104,35.887,4.9083,5.247,4.9083,5.247,35.887,0.145901629,0,0.116738975
117,5148,409.11,9.2538,9.7788,9.2538,9.7788,409.11,0.146091407,0,0.116549197
118,5192,-7.1774,2.4956,2.8028,2.4956,2.8028,-7.1774,0.14628722,0,0.116353384
119,5236,64.597,-1.803,-1.783,-1.803,-1.783,64.597,0.146485034,0,0.11615557
120,5280,322.98,7.2896,7.7709,7.2896,7.7709,322.98,0.146684789,0,0.115955815
121,5324,-394.76,4.2722,4.6173,4.2722,4.6173,-394.76,0.146886428,0,0.115754176
122,5368,322.98,5.5483,5.8297,5.5483,5.8297,322.98,0.147089896,0,0.115550708
123,5412,236.85,5.114,5.3575,5.114,5.3575,236.85,0.147295148,0,0.115345456
124,5456,-193.79,4.0146,4.4277,4.0146,4.4277,-193.79,0.147502151,0,0.115138453
125,5500,-165.08,10.262,10.813,10.262,10.813,-165.08,0.147710884,0,0.11492972
126,5544,-7.1774,0.6875,0.8681,0.6875,0.8681,-7.1774,0.147921339,0,0.114719265
127,5588,-466.53,-2.1551,-1.9328,-2.1551,-1.9328,-466.53,0.148133518,0,0.114507086
128,5632,-50.242,6.3277,6.8784,6.3277,6.8784,-50.242,0.148347434,0,0.11429317
129,5676,193.79,0.0977,0.5866,0.0977,0.5866,193.79,0.148563108,0,0.114077496
130,5720,136.37,-4.4162,-4.4952,-4.4162,-4.4952,136.37,0.148780569,0,0.113860035
131,5764,322.98,-0.4273,-0.0655,-0.4273,-0.0655,322.98,0.148999855,0,0.113640749
132,5808,-107.66,5.416,6.0148,5.416,6.0148,-107.66,0.149221006,0,0.113419598
133,5852,-208.14,12.055,12.684,12.055,12.684,-208.14,0.149444067,0,0.113196537
134,5896,-136.37,5.3144,5.5001,5.3144,5.5001,-136.37,0.149669086,0,0.112971518
135,5940,-21.532,-2.725,-2.8124,-2.725,-2.8124,-21.532,0.149896115,0,0.112744489
136,5984,107.66,0.96,1.1752,0.96,1.1752,107.66,0.150125207,0,0.112515397
137,6028,-7.1774,11.832,12.44,11.832,12.44,-7.1774,0.150356415,0,0.112284189
138,6072,165.08,-3.7402,-3.8231,-3.7402,-3.8231,165.08,0.150589798,0,0.112050806
139,6116,251.21,-2.6646,-2.4346,-2.6646,-2.4346,251.21,0.150825413,0,0.111815191
140,6160,78.951,3.5751,4.1804,3.5751,4.1804,78.951,0.151063325,0,0.111577279
141,6204,21.532,3.2885,3.719,3.2885,3.719,21.532,0.151303598,0,0.111337006
142,6248,-122.02,-1.8409,-1.4374,-1.8409,-1.4374,-122.02,0.151546305,0,0.111094299
143,6292,-64.597,0.4588,0.7659,0.4588,0.7659,-64.597,0.151791523,0,0.110849081
144,6336,35.887,-2.4577,-2.3074,-2.4577,-2.3074,35.887,0.152039338,0,0.110601266
145,6380,251.21,6.8887,7.3378,6.8887,7.3378,251.21,0.152289842,0,0.110350762
146,6424,-21.532,2.7668,3.0103,2.7668,3.0103,-21.532,0.152543139,0,0.110097465
147,6468,150.73,5.5695,6.151,5.5695,6.151,150.73,0.152799344,0,0.10984126
148,6512,-150.73,5.6633,5.822,5.6633,5.822,-150.73,0.15305858,0,0.109582024
149,6556,-78.951,-3.3701,-3.3014,-3.3701,-3.3014,-78.951,0.153320981,0,0.109319623
150,6600,-7.1774,-1.9533,-1.7136,-1.9533,-1.7136,-7.1774,0.153586692,0,0.109053912
151,6644,366.05,7.3333,7.74,7.3333,7.74,366.05,0.153855992,0,0.108784612
152,6688,-208.14,4.5864,4.7201,4.5864,4.7201,-208.14,0.154128792,0,0.108511812
153,6732,-78.951,-2.5065,-2.4783,-2.5065,-2.4783,-78.951,0.154405363,0,0.108235241
154,6776,-50.242,-3.1651,-2.9505,-3.1651,-2.9505,-50.242,0.154685857,0,0.107954747
155,6820,78.951,0.8719,1.1945,0.8719,1.1945,78.951,0.154970414,0,0.10767019
156,6864,208.14,5.4198,5.671,5.4198,5.671,208.14,0.15525916,0,0.107381444
157,6908,93.306,-3.6997,-3.9972,-3.6997,-3.9972,93.306,0.155549319,0,0.107091285
158,6952,-193.79,0.7344,1.0679,0.7344,1.0679,-193.79,0.155846662,0,0.106793942
159,6996,93.306,-4.5093,-4.828,-4.5093,-4.828,93.306,0.156148394,0,0.10649221
160,7040,308.63,-0.4858,-0.2454,-0.4858,-0.2454,308.63,0.156454493,0,0.106186111
161,7084,222.5,1.8788,1.9681,1.8788,1.9681,222.5,0.156764879,0,0.105875725
162,7128,179.43,0.8835,1.1045,0.8835,1.1045,179.43,0.157079412,0,0.105561192
163,7172,208.14,-6.6895,-6.604,-6.6895,-6.604,208.14,0.157397888,0,0.105242716
164,7216,-21.532,0.4035,0.4523,0.4035,0.4523,-21.532,0.157720044,0,0.10492056
165,7260,337.34,5.256,5.5085,5.256,5.5085,337.34,0.158045558,0,0.104595046
166,7304,-64.597,4.3172,4.686,4.3172,4.686,-64.597,0.158374052,0,0.104266552
167,7348,78.951,-4.0859,-4.1135,-4.0859,-4.1135,78.951,0.158705104,0,0.1039355
168,7392,179.43,-4.7072,-4.6847,-4.7072,-4.6847,179.43,0.159038255,0,0.103602349
169,7436,409.11,7.1784,7.686,7.1784,7.686,409.11,0.159373018,0,0.103267586
170,7480,64.597,-1.197,-0.9182,-1.197,-0.9182,64.597,0.159708888,0,0.102931716
171,7524,193.79,7.0718,7.2864,7.0718,7.2864,193.79,0.160045356,0,0.102595248
172,7568,380.4,-1.7072,-1.4926,-1.7072,-1.4926,380.4,0.160381918,0,0.102258686
173,7612,567.01,-1.3686,-1.1437,-1.3686,-1.1437,567.01,0.160718087,0,0.101922517
174,7656,322.98,-1.5215,-1.3487,-1.5215,-1.3487,322.98,0.161053399,0,0.101587205
175,7700,150.73,6.7486,6.9465,6.7486,6.9465,150.73,0.161387427,0,0.101253177
176,7744,366.05,2.9962,2.8805,2.9962,2.8805,366.05,0.16171978,0,0.100920824
177,7788,-35.887,-1.7374,-1.6096,-1.7374,-1.6096,-35.887,0.162050116,0,0.100590488
178,7832,136.37,0.6837,0.7486,0.6837,0.7486,136.37,0.162378139,0,0.100262465
179,7876,165.08,4.7972,5.1628,4.7972,5.1628,165.08,0.162703606,0,0.099936998
180,7920,265.56,6.2641,6.5777,6.2641,6.5777,265.56,0.163026324,0,0.09961428
181,7964,-7.1774,-3.7903,-3.7389,-3.7903,-3.7389,-7.1774,0.163346154,0,0.09929445
182,8008,-21.532,5.2425,5.7308,5.2425,5.7308,-21.532,0.163663004,0,0.0989776
183,8052,322.98,11.19,11.625,11.19,11.625,322.98,0.163976829,0,0.098663775
184,8096,466.53,-0.8244,-0.5898,-0.8244,-0.5898,466.53,0.164287626,0,0.098352978
185,8140,308.63,4.0056,3.8437,4.0056,3.8437,308.63,0.164595433,0,0.098045171
186,8184,193.79,-1.4939,-1.2356,-1.4939,-1.2356,193.79,0.164900314,0,0.09774029
187,8228,279.92,2.9679,3.0694,2.9679,3.0694,279.92,0.165202364,0,0.09743824
188,8272,208.14,7.1887,7.3378,7.1887,7.3378,208.14,0.16550169,0,0.097138914
189,8316,351.69,2.8683,2.9621,2.8683,2.9621,351.69,0.165798411,0,0.096842193
190,8360,-93.306,-3.6702,-3.8045,-3.6702,-3.8045,-93.306,0.166092642,0,0.096547962
191,8404,165.08,0.8854,1.2375,0.8854,1.2375,165.08,0.166384487,0,0.096256117
192,8448,179.43,-3.5828,-3.5282,-3.5828,-3.5282,179.43,0.16667391,0,0.095966694
193,8492,552.66,-7.6166,-7.6905,-7.6166,-7.6905,552.66,0.166961198,0,0.095679406
194,8536,351.69,6.2583,6.2268,6.2583,6.2268,351.69,0.167246305,0,0.095394299
195,8580,208.14,-0.8809,-0.8135,-0.8809,-0.8135,208.14,0.167529289,0,0.095111315
196,8624,337.34,7.3455,7.828,7.3455,7.828,337.34,0.167806309,0,0.094834295
197,8668,107.66,-4.375,-4.2324,-4.375,-4.2324,107.66,0.168085313,0,0.094555291
198,8712,-35.887,3.514,3.5385,3.514,3.5385,-35.887,0.168362258,0,0.094278346
199,8756,107.66,4.9944,5.4436,4.9944,5.4436,107.66,0.168637256,0,0.094003348
200,8800,136.37,-2.4551,-2.4699,-2.4551,-2.4699,136.37,0.168910334,0,0.09373027
201,8844,351.69,-3.1092,-3.079,-3.1092,-3.079,351.69,0.169181511,0,0.093459093
202,8888,107.66,6.0007,6.5025,6.0007,6.5025,107.66,0.169450804,0,0.0931898
203,8932,7.1774,5.628,6.0103,5.628,6.0103,7.1774,0.169718225,0,0.092922379
204,8976,308.63,0.009,0.3026,0.009,0.3026,308.63,0.169983788,0,0.092656816
205,9020,552.66,-0.9638,-0.8642,-0.9638,-0.8642,552.66,0.170247504,0,0.0923931
206,9064,-21.532,6.419,6.9291,6.419,6.9291,-21.532,0.170509387,0,0.092131217
207,9108,-136.37,7.7554,8.1397,7.7554,8.1397,-136.37,0.170769456,0,0.091871148
208,9152,308.63,-0.8237,-0.5873,-0.8237,-0.5873,308.63,0.171027733,0,0.091612871
209,9196,78.951,4.9591,5.2733,4.9591,5.2733,78.951,0.171284249,0,0.091356355
210,9240,193.79,2.4494,2.9235,2.4494,2.9235,193.79,0.171539041,0,0.091101563
211,9284,21.532,-1.9919,-1.7863,-1.9919,-1.7863,21.532,0.171792158,0,0.090848446
212,9328,-21.532,-4.9083,-4.7972,-4.9083,-4.7972,-21.532,0.172043659,0,0.090596945
213,9372,222.5,2.389,2.761,2.389,2.761,222.5,0.172293611,0,0.090346993
214,9416,-35.887,6.4562,6.6297,6.4562,6.6297,-35.887,0.172542096,0,0.090098508
215,9460,179.43,1.1244,1.3211,1.1244,1.3211,179.43,0.172789207,0,0.089851397
216,9504,624.43,-1.794,-1.7509,-1.794,-1.7509,624.43,0.173035044,0,0.08960556
217,9548,165.08,-8.8767,-8.7276,-8.8767,-8.7276,165.08,0.173279719,0,0.089360885
218,9592,279.92,1.6886,1.9893,1.6886,1.9893,279.92,0.17352335,0,0.089117254
219,9636,21.532,5.9133,6.4504,5.9133,6.4504,21.532,0.173766056,0,0.088874548
220,9680,437.82,-3.0553,-3.133,-3.0553,-3.133,437.82,0.174007958,0,0.088632646
221,9724,122.02,5.3221,5.4179,5.3221,5.4179,122.02,0.174249168,0,0.088391436
222,9768,-21.532,2.6004,3.07,2.6004,3.07,-21.532,0.174489786,0,0.088150818
223,9812,122.02,-5.8625,-5.7681,-5.8625,-5.7681,122.02,0.174729891,0,0.087910713
224,9856,-165.08,6.8514,7.3673,6.8514,7.3673,-165.08,0.174969529,0,0.087671075
225,9900,179.43,3.8372,4.0943,3.8372,4.0943,179.43,0.175208705,0,0.087431899
226,9944,208.14,5.1165,5.3408,5.1165,5.3408,208.14,0.175447369,0,0.087193235
227,9988,294.27,3.9002,4.278,3.9002,4.278,294.27,0.175685404,0,0.0869552
228,10032,294.27,11.063,11.603,11.063,11.603,294.27,0.175922612,0,0.086717992
229,10076,322.98,0.2994,0.4453,0.2994,0.4453,322.98,0.176158698,0,0.086481906
230,10120,35.887,3.3817,3.7961,3.3817,3.7961,35.887,0.176393262,0,0.086247342
231,10164,322.98,-7.2845,-7.2523,-7.2845,-7.2523,322.98,0.176625786,0,0.086014818
232,10208,57.419,0.4549,0.5982,0.4549,0.5982,57.419,0.176853037,0,0.085787567
233,10252,-28.71,6.6329,6.8475,6.6329,6.8475,-28.71,0.177079487,0,0.085561117
234,10296,172.26,0.435,0.7576,0.435,0.7576,172.26,0.177301668,0,0.085338936
235,10340,200.97,-0.1208,0.0418,-0.1208,0.0418,200.97,0.177518696,0,0.085121908
236,10384,-43.064,4.2928,4.4277,4.2928,4.4277,-43.064,0.17772967,0,0.084910934
237,10428,315.81,4.9116,5.0047,4.9116,5.0047,315.81,0.17793369,0,0.084706914
238,10472,-244.03,-1.8691,-1.6256,-1.8691,-1.6256,-244.03,0.178129889,0,0.084510715
239,10516,114.84,1.4335,1.7612,1.4335,1.7612,114.84,0.178317461,0,0.084323143
240,10560,215.32,5.4776,5.9705,5.4776,5.9705,215.32,0.178495685,0,0.084144919
241,10604,200.97,1.8293,2.0574,1.8293,2.0574,200.97,0.178663951,0,0.083976653
242,10648,71.774,4.9463,5.4719,4.9463,5.4719,71.774,0.17882178,0,0.083818824
243,10692,86.129,-3.0688,-2.8619,-3.0688,-2.8619,86.129,0.17896885,0,0.083671754
244,10736,186.61,3.3116,3.543,3.3116,3.543,186.61,0.179105002,0,0.083535602
245,10780,301.45,4.0795,4.5852,4.0795,4.5852,301.45,0.179230256,0,0.083410348
246,10824,244.03,2.1589,2.3999,2.1589,2.3999,244.03,0.179344808,0,0.083295796
247,10868,373.22,11.16,11.697,11.16,11.697,373.22,0.17944903,0,0.083191574
248,10912,71.774,5.0394,5.2142,5.0394,5.2142,71.774,0.179543453,0,0.083097151
249,10956,157.9,1.3358,1.535,1.3358,1.535,157.9,0.179628757,0,0.083011847
250,11000,330.16,-2.3279,-2.4404,-2.3279,-2.4404,330.16,0.179705743,0,0.082934861
251,11044,516.77,-0.6689,-0.6213,-0.6689,-0.6213,516.77,0.179775311,0,0.082865293
252,11088,-229.68,-1.2035,-0.8764,-1.2035,-0.8764,-229.68,0.179838433,0,0.082802171
253,11132,301.45,-2.6749,-2.7269,-2.6749,-2.7269,301.45,0.179896124,0,0.08274448
254,11176,272.74,3.9593,4.4303,3.9593,4.4303,272.74,0.179949417,0,0.082691187
255,11220,215.32,5.6229,6.1536,5.6229,6.1536,215.32,0.179999336,0,0.082641268
256,11264,-114.84,2.495,2.9589,2.495,2.9589,-114.84,0.180046872,0,0.082593732
257,11308,258.39,0.3804,0.3444,0.3804,0.3444,258.39,0.180092969,0,0.082547635
258,11352,129.19,-0.6117,-0.4029,-0.6117,-0.4029,129.19,0.180138504,0,0.0825021
259,11396,114.84,2.9133,3.1806,2.9133,3.1806,114.84,0.180184276,0,0.082456328
260,11440,258.39,4.6166,4.7689,4.6166,4.7689,258.39,0.180231001,0,0.082409603
261,11484,71.774,2.0523,2.5759,2.0523,2.5759,71.774,0.1802793,0,0.082361304
262,11528,-28.71,5.2341,5.3742,5.2341,5.3742,-28.71,0.180329706,0,0.082310898
263,11572,172.26,-0.8404,-0.6843,-0.8404,-0.6843,172.26,0.180382657,0,0.082257947
264,11616,129.19,4.7059,4.81,4.7059,4.81,129.19,0.180438501,0,0.082202103
265,11660,301.45,-1.0204,-0.9644,-1.0204,-0.9644,301.45,0.180497502,0,0.082143102
266,11704,430.64,9.0501,9.5012,9.0501,9.5012,430.64,0.180559843,0,0.082080761
267,11748,157.9,2.4481,2.8889,2.4481,2.8889,157.9,0.180625633,0,0.082014971
268,11792,143.55,6.2763,6.8315,6.2763,6.8315,143.55,0.180694911,0,0.081945693
269,11836,200.97,-3.3875,-3.4279,-3.3875,-3.4279,200.97,0.180767656,0,0.081872948
270,11880,272.74,2.1037,2.628,2.1037,2.628,272.74,0.180843789,0,0.081796815
271,11924,57.419,0.3354,0.5108,0.3354,0.5108,57.419,0.180923221,0,0.081717383
272,11968,7.1774,-0.5127,-0.3181,-0.5127,-0.3181,7.1774,0.181004529,0,0.081636075
273,12012,-50.242,8.3524,8.4552,8.3524,8.4552,-50.242,0.181089914,0,0.08155069
274,12056,595.72,0.7678,0.931,0.7678,0.931,595.72,0.181178059,0,0.081462545
275,12100,-165.08,6.3309,6.8308,6.3309,6.8308,-165.08,0.181268663,0,0.081371941
276,12144,222.5,0.5391,0.8482,0.5391,0.8482,222.5,0.181361816,0,0.081278788
277,12188,179.43,-3.4491,-3.4273,-3.4491,-3.4273,179.43,0.181457265,0,0.081183339
278,12232,78.951,1.2973,1.4753,1.2973,1.4753,78.951,0.18155492,0,0.081085684
279,12276,208.14,5.5747,5.8869,5.5747,5.8869,208.14,0.181654719,0,0.080985885
280,12320,322.98,5.9146,6.3907,5.9146,6.3907,322.98,0.181756635,0,0.080883969
281,12364,78.951,-4.7805,-4.9173,-4.7805,-4.9173,78.951,0.181860663,0,0.080779941
282,12408,78.951,2.3755,2.5554,2.3755,2.5554,78.951,0.181966823,0,0.080673781
283,12452,294.27,-1.0987,-0.976,-1.0987,-0.976,294.27,0.182075153,0,0.080565451
284,12496,64.597,6.3329,6.8315,6.3329,6.8315,64.597,0.18218571,0,0.080454894
285,12540,165.08,3.3534,3.649,3.3534,3.649,165.08,0.18229856,0,0.080342044
286,12584,394.76,1.7811,2.1692,1.7811,2.1692,394.76,0.182413779,0,0.080226825
287,12628,78.951,3.5982,4.0236,3.5982,4.0236,78.951,0.182531451,0,0.080109153
