,time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE,RUL
62,2108,0.02,3.538,1.877,0.035,-0.085,-0.13,0.118,0.08278029,0,0.151935659
63,2142,-2.62,-3.029,-4.483,0.007,0.09,0.012,0.111,0.08278029,0,0.151935659
64,2176,7.599,4.97,2.418,0.208,0.04,0.037,0.102,0.08278029,0,0.151935659
65,2210,6.197,14.382,3.571,-0.001,0.062,-0.165,0.114,0.083617492,0,0.151098457
66,2244,2.419,-1.343,7.174,0.037,0.191,0.334,0.14,0.083617492,0,0.151098457
67,2278,-1.046,6.841,6.468,-0.013,-0.019,0.091,0.096,0.083617492,0,0.151098457
68,2312,2.105,-4.235,8.647,0.195,-0.01,0.279,0.098,0.084454693,0,0.150261256
69,2346,-0.831,7.86,6.626,-0.017,-0.151,-0.07,0.126,0.084454693,0,0.150261256
70,2380,5.879,0.477,-4.61,0.04,0.041,0.034,0.092,0.084454693,0,0.150261256
71,2414,-0.205,7.587,0.816,0.236,-0.17,-0.316,0.115,0.085291895,0,0.149424054
72,2448,4.179,5.065,12.713,-0.044,0.196,0.033,0.108,0.085291895,0,0.149424054
73,2482,3.759,0.255,5.63,-0.169,-0.081,-0.158,0.086,0.085291895,0,0.149424054
74,2516,-0.717,5.633,2.738,0.058,0.096,0.047,0.051,0.085291895,0,0.149424054
75,2550,5.41,16.031,4.944,0.026,0.169,-0.021,0.098,0.086129097,0,0.148586852
76,2584,4.626,0.196,12.84,0.174,0.014,0.154,0.095,0.086129097,0,0.148586852
77,2618,2.938,2.932,3.035,0.161,-0.019,0.011,0.119,0.086129097,0,0.148586852
78,2652,-0.573,2.898,-1.551,-0.128,0.015,-0.104,0.117,0.086966298,0,0.147749651
79,2686,7.997,0.128,-4.017,0.156,0.027,0.092,0.112,0.086966298,0,0.147749651
80,2720,7.593,14.212,8.062,-0.12,-0.022,0.023,0.099,0.086966298,0,0.147749651
81,2754,3.721,4.708,-1.486,-0.116,-0.211,-0.201,0.107,0.0878035,0,0.146912449
82,2788,7.328,15.638,13.451,-0.048,0.182,0.076,0.111,0.0878035,0,0.146912449
83,2822,1.422,4.31,5.852,0.158,-0.014,0.088,0.095,0.0878035,0,0.146912449
84,2856,0.13,0.271,5.841,-0.188,-0.314,-0.246,0.077,0.088640702,0,0.146075247
85,2890,4.647,8.619,-0.558,0.029,0.255,-0.022,0.143,0.088640702,0,0.146075247
86,2924,1.887,-1.908,-4.766,-0.06,0.029,-0.085,0.09,0.088640702,0,0.146075247
87,2958,8.683,-3.272,-6.256,0.01,0.108,0,0.175,0.089477904,0,0.145238045
88,2992,11.666,-1.384,-1.407,0.138,-0.108,0.068,0.098,0.089477904,0,0.145238045
89,3026,1.262,1.171,1.48,-0.079,-0.072,-0.135,0.133,0.089477904,0,0.145238045
90,3060,3.701,5.866,10.096,0.035,-0.023,-0.066,0.12,0.089477904,0,0.145238045
91,3094,0.187,1.811,5.138,-0.095,-0.164,-0.199,0.115,0.090315105,0,0.144400844
92,3128,-1.579,7.324,1.17,0.011,0.044,-0.027,0.104,0.090315105,0,0.144400844
93,3162,8.053,3.661,-1.339,0.078,0.013,-0.095,0.086,0.090315105,0,0.144400844
94,3196,3.217,-1.806,14.802,-0.071,0.099,0.059,0.146,0.091152307,0,0.143563642
95,3230,1.536,3.66,10.376,-0.018,-0.08,0.057,0.132,0.091152307,0,0.143563642
96,3264,8.53,-1.058,-0.533,0.01,0.076,0.041,0.095,0.091152307,0,0.143563642
97,3298,2.816,9.298,4.012,-0.127,0.112,-0.242,0.087,0.091989509,0,0.14272644
98,3332,2.959,0.78,11.924,0.053,0.067,0.164,0.126,0.091989509,0,0.14272644
99,3366,1.952,-0.115,4.928,-0.036,-0.176,-0.07,0.089,0.091989509,0,0.14272644
100,3400,-0.068,-0.284,4.729,-0.003,-0.355,-0.059,0.183,0.09282671,0,0.141889239
101,3434,-1.358,4.804,0.757,-0.057,0.019,-0.114,0.104,0.09282671,0,0.141889239
102,3468,9.813,1.051,-6.127,0.001,0.036,0.022,0.114,0.09282671,0,0.141889239
103,3502,9.405,12.978,5.673,-0.066,0.088,0.053,0.202,0.09282671,0,0.141889239
104,3536,11.038,2.276,-2.59,0.15,0.211,0.244,0.09,0.09325202,0,0.141463929
105,3570,2.884,1.087,-3.716,-0.011,-0.195,-0.103,0.121,0.09325202,0,0.141463929
106,3604,2.346,5.146,9.055,0.169,0.107,0.046,0.082,0.09325202,0,0.141463929
107,3638,2.64,3.607,-5.127,-0.033,-0.012,-0.209,0.104,0.09367733,0,0.141038619
108,3672,13.108,2.191,-5.958,0.066,-0.171,-0.038,0.118,0.09367733,0,0.141038619
109,3706,2.717,2.755,6.326,0.05,-0.023,-0.009,0.083,0.09367733,0,0.141038619
110,3740,7.763,6.039,14.592,0.157,0.127,0.204,0.078,0.09410264,0,0.140613309
111,3774,2.722,-1.243,6.803,0.046,-0.079,0.081,0.111,0.09410264,0,0.140613309
112,3808,2.143,4.264,-3.605,0.037,0.109,-0.048,0.102,0.09410264,0,0.140613309
113,3842,13.434,-2.882,-1.67,0.023,-0.301,-0.072,0.126,0.094527951,0,0.140187998
114,3876,3.925,9,5.046,0.004,0.093,-0.032,0.094,0.094527951,0,0.140187998
115,3910,2.251,7.311,15.369,-0.2,-0.254,-0.125,0.098,0.094527951,0,0.140187998
116,3944,5.384,2.341,0.729,0.006,-0.053,0.042,0.153,0.094527951,0,0.140187998
117,3978,5.24,6.037,11.789,0.033,0.149,0.174,0.08,0.094953261,0,0.139762688
118,4012,1.319,6.239,10.302,0.002,0.054,0.079,0.083,0.094953261,0,0.139762688
119,4046,3.848,2.752,0.197,-0.065,-0.009,-0.025,0.097,0.094953261,0,0.139762688
120,4080,10.919,5.21,-1.816,-0.054,0.044,0.028,0.116,0.095378571,0,0.139337378
121,4114,2.754,-0.468,-2.364,-0.043,-0.05,0.006,0.113,0.095378571,0,0.139337378
122,4148,2.649,6.158,7.106,0.006,-0.076,-0.016,0.086,0.095378571,0,0.139337378
123,4182,3.702,7.338,-3.762,-0.028,0.015,-0.265,0.072,0.095803881,0,0.138912068
124,4216,12.665,2.021,-2.587,0.039,-0.155,-0.026,0.1,0.095803881,0,0.138912068
125,4250,3.644,4.929,11.04,-0.038,-0.148,-0.146,0.084,0.095803881,0,0.138912068
126,4284,0.645,2.542,0.59,-0.039,-0.138,-0.332,0.133,0.096229191,0,0.138486758
127,4318,3.837,7.002,11.838,0.054,0.064,0.178,0.108,0.096229191,0,0.138486758
128,4352,1.406,0.798,7.986,-0.024,-0.028,-0.077,0.093,0.096229191,0,0.138486758
129,4386,5.821,4.904,1.066,0.069,0.035,0.115,0.148,0.096229191,0,0.138486758
130,4420,6.952,-6.393,-1.34,0.099,-0.065,0.132,0.096,0.096654501,0,0.138061448
131,4454,2.864,9.621,5.099,0.042,0.209,0.081,0.099,0.096654501,0,0.138061448
132,4488,7.492,7.955,10.73,-0.097,-0.021,0.025,0.102,0.096654501,0,0.138061448
133,4522,4.699,15.444,4.166,-0.071,0.117,-0.1,0.104,0.097079811,0,0.137636138
134,4556,3.547,6.927,11.776,-0.047,-0.308,-0.051,0.088,0.097079811,0,0.137636138
135,4590,4.858,2.762,1.924,-0.105,-0.122,-0.138,0.089,0.097079811,0,0.137636138
136,4624,2.251,1.699,12.134,0.018,-0.113,0.201,0.089,0.097505121,0,0.137210828
137,4658,4.332,1.766,-0.233,-0.103,0.007,-0.137,0.096,0.097505121,0,0.137210828
138,4692,12.559,9.069,1.435,0.088,0.077,0.101,0.094,0.097505121,0,0.137210828
139,4726,3.925,6.631,2.314,-0.081,0.007,-0.214,0.074,0.097930431,0,0.136785518
140,4760,3.435,0.722,-3.743,-0.034,0.137,0.151,0.102,0.097930431,0,0.136785518
141,4794,4.986,3.502,-1.636,-0.043,-0.186,-0.182,0.083,0.097930431,0,0.136785518
142,4828,6.71,25.679,12.906,0.211,0.247,-0.08,0.216,0.098355741,0,0.136360208
143,4862,3.748,2.797,14.116,0.109,-0.179,0.093,0.075,0.098355741,0,0.136360208
144,4896,4.839,2.148,2.548,0.053,0.058,-0.016,0.081,0.098355741,0,0.136360208
145,4930,11.846,8.55,0.525,0.18,0.134,0.08,0.129,0.098355741,0,0.136360208
146,4964,4.627,-0.72,-3.065,0.065,0.245,0.218,0.084,0.098781051,0,0.135934898
147,4998,2.527,0.072,-2.51,-0.05,-0.049,-0.138,0.102,0.098781051,0,0.135934898
148,5032,8.839,10.183,11.79,-0.008,-0.098,0.031,0.068,0.098781051,0,0.135934898
149,5066,5.684,-2.544,-5.123,-0.162,-0.198,-0.232,0.105,0.099206361,0,0.135509588
150,5100,9.34,12.641,2.972,0.051,0.034,-0.096,0.111,0.099206361,0,0.135509588
151,5134,3.655,-3.147,8.948,-0.128,-0.08,-0.071,0.079,0.099206361,0,0.135509588
152,5168,9.959,2.483,-1.755,0.227,-0.27,-0.033,0.087,0.099631671,0,0.135084278
153,5202,4.181,12.013,10.826,0.101,0.183,0.104,0.12,0.099631671,0,0.135084278
154,5236,2.162,8.897,12.001,0.099,-0.219,-0.054,0.088,0.099631671,0,0.135084278
155,5270,6.976,23.706,2.803,0.086,0.147,-0.186,0.161,0.100056981,0,0.134658968
156,5304,7.279,-3.259,15.151,-0.108,0.092,0.172,0.104,0.100056981,0,0.134658968
157,5338,-1.018,6.129,6.656,0.162,0.115,0.156,0.099,0.100056981,0,0.134658968
158,5372,6.427,0.808,-1.375,0.067,0.053,0.052,0.129,0.100056981,0,0.134658968
159,5406,7.333,-3.85,15.504,-0.096,-0.197,0.02,0.098,0.100482292,0,0.134233657
160,5440,-0.523,7.651,6.284,0.103,0.094,0.075,0.091,0.100482292,0,0.134233657
161,5474,6.514,2.679,-2.101,-0.014,0.088,0.014,0.097,0.100482292,0,0.134233657
162,5508,9.615,-5.653,0.529,0.076,-0.154,0.077,0.121,0.100907602,0,0.133808347
163,5542,3.114,8.432,0.735,-0.034,-0.07,0.004,0.113,0.100907602,0,0.133808347
164,5576,9.599,3.128,15.922,-0.123,0.016,0.047,0.071,0.100907602,0,0.133808347
165,5610,-0.126,1.174,-0.911,0.16,-0.162,-0.327,0.083,0.101332912,0,0.133383037
166,5644,6.086,8.266,11.881,0.109,0.17,0.28,0.083,0.101332912,0,0.133383037
167,5678,5.406,1.975,7.068,0.05,0.006,0.032,0.067,0.101332912,0,0.133383037
168,5712,7.095,-8.843,19.175,-0.298,-0.081,-0.097,0.175,0.101758222,0,0.132957727
169,5746,1.632,7.389,3.193,0.037,-0.053,-0.139,0.086,0.101758222,0,0.132957727
170,5780,8.108,-1.945,-5.253,0.062,0.304,0.152,0.085,0.101758222,0,0.132957727
171,5814,11.063,8.66,5.475,-0.015,0.087,0.168,0.172,0.101758222,0,0.132957727
172,5848,1.202,2.625,-1.544,0.099,-0.145,0.14,0.08,0.102183532,0,0.132532417
173,5882,10.593,6.457,17.622,-0.004,-0.063,-0.027,0.083,0.102183532,0,0.132532417
174,5916,3.869,1.374,4.566,-0.19,-0.081,-0.108,0.117,0.102183532,0,0.132532417
175,5950,-0.79,5.51,-0.21,-0.386,-0.05,-0.41,0.093,0.102608842,0,0.132107107
176,5984,10.425,2.257,18.88,0.028,0.155,0.172,0.105,0.102608842,0,0.132107107
177,6018,3.087,1.603,0.7,-0.073,-0.031,-0.032,0.094,0.102608842,0,0.132107107
178,6052,6.203,2.553,16.692,-0.115,0.115,0.067,0.089,0.103034152,0,0.131681797
179,6086,6.602,3.731,4.12,0.052,0.035,-0.046,0.103,0.103034152,0,0.131681797
180,6120,12.672,8.51,-0.842,0.147,0.05,0.085,0.077,0.103034152,0,0.131681797
181,6154,8.705,13.679,-4.444,-0.029,0.378,0.046,0.119,0.103459462,0,0.131256487
182,6188,3.812,-5.651,-2.176,0.106,-0.166,0.019,0.092,0.103459462,0,0.131256487
183,6222,6.179,9.676,12.511,0.121,0.187,0.088,0.104,0.103459462,0,0.131256487
184,6256,2.757,0.905,1.608,0.019,0.072,-0.008,0.084,0.103459462,0,0.131256487
185,6290,4.684,-4.369,-6.058,0.086,-0.014,0.066,0.094,0.103884772,0,0.130831177
186,6324,8.871,19.438,12.381,0.069,0.17,0.184,0.108,0.103884772,0,0.130831177
187,6358,2.291,5.458,7.208,0.012,-0.055,0.014,0.131,0.103884772,0,0.130831177
188,6392,-1.977,-0.379,-0.942,-0.017,-0.153,-0.495,0.08,0.104310082,0,0.130405867
189,6426,5.236,3.676,16.56,-0.089,-0.017,-0.119,0.091,0.104310082,0,0.130405867
190,6460,3.258,3.968,3.604,0.03,0.038,0.045,0.084,0.104310082,0,0.130405867
191,6494,14.307,2.74,-1.791,-0.044,-0.068,-0.006,0.102,0.104735392,0,0.129980557
192,6528,0.579,5.827,2.123,-0.021,0.004,-0.02,0.096,0.104735392,0,0.129980557
193,6562,5.273,6.847,13.406,-0.329,0.055,-0.069,0.073,0.104735392,0,0.129980557
194,6596,14.139,3.015,-3.222,-0.06,0.087,0.161,0.1,0.105160702,0,0.129555247
195,6630,1.603,7.119,1.488,-0.058,-0.05,-0.234,0.107,0.105160702,0,0.129555247
196,6664,6.538,9.684,18.207,0.143,-0.031,0.016,0.096,0.105160702,0,0.129555247
197,6698,13.409,-2.044,25.126,0.349,-0.032,0.165,0.154,0.105586012,0,0.129129937
198,6732,3.699,2.927,3.036,0.038,0.052,-0.109,0.101,0.105586012,0,0.129129937
199,6766,6.859,3.553,-3.586,0.032,0.094,0.086,0.104,0.105586012,0,0.129129937
200,6800,4.126,3.125,2.475,-0.038,0.219,0.194,0.116,0.105586012,0,0.129129937
201,6834,8.956,10.18,-2.873,-0.019,0.194,-0.039,0.097,0.106011322,0,0.128704627
202,6868,2.703,-1.118,-3.912,0.035,-0.137,-0.061,0.103,0.106011322,0,0.128704627
203,6902,6.337,4.502,13.289,0.177,-0.081,0.013,0.098,0.106011322,0,0.128704627
204,6936,8.802,10.582,-1.112,-0.073,0.156,-0.178,0.109,0.106436632,0,0.128279317
205,6970,7.602,-2.724,-3.091,-0.177,-0.255,-0.183,0.121,0.106436632,0,0.128279317
206,7004,4.197,8.783,10.815,-0.026,0.179,0.169,0.091,0.106436632,0,0.128279317
207,7038,7.212,26.848,11.901,-0.236,0.293,-0.139,0.081,0.10649072,0,0.128225229
208,7072,8.132,1.097,16.257,0.083,-0.16,0.048,0.097,0.10649072,0,0.128225229
209,7106,4.536,1.021,-0.707,0.048,0.108,0.043,0.094,0.10649072,0,0.128225229
210,7140,13.616,-1.247,20.938,-0.236,0.278,0.073,0.149,0.106544807,0,0.128171142
211,7174,3.227,1.631,11.42,-0.004,-0.091,0.177,0.082,0.106544807,0,0.128171142
212,7208,-1.103,2.978,3.464,0.16,-0.094,0.021,0.087,0.106544807,0,0.128171142
213,7242,10.719,0.475,-4.42,-0.036,-0.041,0.063,0.17,0.106544807,0,0.128171142
214,7276,6.542,-7.725,-3.547,-0.155,-0.138,0.01,0.111,0.106598895,0,0.128117054
215,7310,3.717,5.873,-2.344,0.097,-0.071,-0.005,0.088,0.106598895,0,0.128117054
216,7344,7.145,12.189,12.281,0.082,0.196,0.281,0.113,0.106598895,0,0.128117054
217,7378,3.358,3.463,-2.478,0.068,-0.267,-0.157,0.104,0.106652982,0,0.128062967
218,7412,3.396,6.454,9.384,0.011,0.079,-0.063,0.115,0.106652982,0,0.128062967
219,7446,8.39,9.057,15.14,-0.014,-0.067,-0.152,0.105,0.106652982,0,0.128062967
220,7480,1.376,-0.303,-4.464,0.129,-0.175,-0.017,0.079,0.106707069,0,0.12800888
221,7514,8.93,18.965,13.366,-0.191,0.045,-0.25,0.092,0.106707069,0,0.12800888
222,7548,8.554,1.382,17.632,0.032,-0.036,-0.01,0.088,0.106707069,0,0.12800888
223,7582,2.03,5.995,1.274,0.167,0.101,-0.075,0.14,0.106761157,0,0.127954792
224,7616,8.429,6.095,-5.686,-0.105,0.135,-0.066,0.07,0.106761157,0,0.127954792
225,7650,12.573,5.038,-6.48,0.037,-0.009,0.081,0.093,0.106761157,0,0.127954792
226,7684,2.57,4.262,-2.413,0.037,-0.202,-0.153,0.155,0.106761157,0,0.127954792
227,7718,11.831,1.51,-3.036,0.023,0,0.086,0.083,0.10683047,0,0.127885479
228,7752,5.463,-4.787,-5.597,0.073,-0.008,0.005,0.091,0.10683047,0,0.127885479
229,7786,5.112,5.9,1.249,-0.124,0.226,0.111,0.111,0.10683047,0,0.127885479
230,7820,-2.178,1.976,4.018,-0.091,-0.323,-0.29,0.077,0.107401398,0,0.127314551
231,7854,1.358,5.191,2.836,-0.017,-0.034,-0.131,0.112,0.107401398,0,0.127314551
232,7888,10.264,3.999,-4.902,-0.014,0.147,0.083,0.093,0.107401398,0,0.127314551
233,7922,3.963,0.902,-5.004,0.124,0.529,0.388,0.08,0.107956831,0,0.126759118
234,7956,12.537,-2.679,-5.528,-0.008,-0.12,-0.041,0.079,0.107956831,0,0.126759118
235,7990,6.754,8.376,4.624,0.293,0.093,0.182,0.076,0.107956831,0,0.126759118
236,8024,2.047,1.049,-2.939,0.085,-0.393,-0.363,0.102,0.108496189,0,0.12621976
237,8058,5.225,22.686,7.773,0.111,0.114,-0.079,0.079,0.108496189,0,0.12621976
238,8092,6.452,4.839,15.588,-0.087,0.086,0.062,0.09,0.108496189,0,0.12621976
239,8126,0.853,1.868,0.762,-0.122,-0.421,-0.244,0.106,0.108496189,0,0.12621976
240,8160,11.832,18.316,15.378,-0.056,0.14,0.15,0.086,0.109018932,0,0.125697017
241,8194,9.721,3.622,16.085,-0.017,-0.012,0.167,0.071,0.109018932,0,0.125697017
242,8228,7.209,11.003,12.657,-0.122,-0.169,-0.183,0.115,0.109018932,0,0.125697017
243,8262,7.956,-1.543,14.996,0.125,-0.168,0.194,0.102,0.109524563,0,0.125191386
244,8296,0.865,5.325,5.251,0.057,-0.104,-0.101,0.095,0.109524563,0,0.125191386
245,8330,9.177,2.527,-2.893,-0.13,-0.012,-0.029,0.105,0.109524563,0,0.125191386
246,8364,0.808,3.509,11.881,-0.055,-0.337,-0.098,0.08,0.110012625,0,0.124703324
247,8398,4.552,-0.546,6.987,-0.099,-0.166,-0.094,0.074,0.110012625,0,0.124703324
248,8432,4.695,4.126,-1.668,-0.038,0.085,-0.028,0.084,0.110012625,0,0.124703324
249,8466,12.66,1.443,20.275,0.077,-0.255,0.123,0.092,0.110482705,0,0.124233244
250,8500,3.355,1.183,11.551,-0.046,-0.281,-0.126,0.065,0.110482705,0,0.124233244
251,8534,2.488,3.024,0.608,0.125,0.105,0.127,0.079,0.110482705,0,0.124233244
252,8568,-1.342,2.159,9.891,-0.081,-0.449,0.018,0.166,0.110934433,0,0.123781516
253,8602,6.9,4.393,1.833,0.071,-0.086,-0.102,0.079,0.110934433,0,0.123781516
254,8636,6.903,8.061,-4.705,0.072,0.045,0.02,0.098,0.110934433,0,0.123781516
255,8670,6.679,4.105,-2.456,-0.033,0.001,-0.029,0.134,0.110934433,0,0.123781516
256,8704,0.829,6.475,-0.389,-0.008,-0.041,-0.179,0.081,0.111367479,0,0.12334847
257,8738,-0.12,6.323,-3.696,0.071,0.154,0.041,0.081,0.111367479,0,0.12334847
258,8772,14.676,5.779,-3.318,0.086,-0.007,-0.035,0.079,0.111367479,0,0.12334847
259,8806,-2.978,-8.903,-5.694,0.051,-0.422,0,0.09,0.11178156,0,0.122934389
260,8840,5.053,13.405,3.873,0.082,0.076,0.035,0.106,0.11178156,0,0.122934389
261,8874,11.303,5.787,19.514,-0.216,0.021,-0.1,0.078,0.11178156,0,0.122934389
262,8908,3.578,9.697,-2.431,-0.142,0.071,-0.308,0.081,0.112176434,0,0.122539515
263,8942,12.633,2.23,-3.934,-0.026,0.083,-0.06,0.067,0.112176434,0,0.122539515
264,8976,13.954,7.343,-4.6,0.075,-0.081,0.043,0.075,0.112176434,0,0.122539515
265,9010,2.679,9.462,-5.894,-0.102,0.092,-0.355,0.178,0.112551902,0,0.122164047
266,9044,15.793,-0.442,-5.044,0.068,0.162,0.092,0.101,0.112551902,0,0.122164047
267,9078,11.586,3.583,-4.245,0.04,-0.104,-0.08,0.089,0.112551902,0,0.122164047
268,9112,0.373,-1.206,-1.177,-0.241,-0.039,0.18,0.158,0.112551902,0,0.122164047
269,9146,2.368,0.914,9.536,-0.025,-0.038,-0.004,0.071,0.112907808,0,0.121808141
270,9180,5.503,5.875,1.954,-0.079,-0.072,-0.194,0.097,0.112907808,0,0.121808141
271,9214,4.877,2.755,-1.76,-0.188,0.171,0.015,0.087,0.112907808,0,0.121808141
272,9248,1.883,8.407,0.12,0.002,-0.007,-0.183,0.114,0.113244037,0,0.121471912
273,9282,14.249,-1.144,-4.849,-0.087,0.013,-0.069,0.092,0.113244037,0,0.121471912
274,9316,7.105,9.666,3.842,0.066,-0.034,0.018,0.085,0.113244037,0,0.121471912
275,9350,-1.481,6.867,5.35,0.009,-0.411,-0.289,0.076,0.113560519,0,0.12115543
276,9384,9.868,7.251,-4.286,-0.034,0.148,-0.061,0.082,0.113560519,0,0.12115543
277,9418,14.416,8.574,-3.65,0.096,0.072,0.114,0.08,0.113560519,0,0.12115543
278,9452,11.291,0.744,-3.848,0.028,0.127,0.167,0.155,0.113857224,0,0.120858725
279,9486,2.927,-7.225,-6.43,0.009,-0.154,0.05,0.09,0.113857224,0,0.120858725
280,9520,5.427,8.783,3.244,-0.07,-0.054,0.075,0.097,0.113857224,0,0.120858725
281,9554,9.829,7.094,17.163,-0.032,-0.227,-0.088,0.167,0.113857224,0,0.120858725
