,time,axial_force,vibration1,vibration2,vibration_x,vibration_y,force_z,tool_wear,ACTION_CODE,RUL
89,1691,107.66,-0.6008,0.0334,-0.6008,0.0334,107.66,0.06,0,0.11
90,1710,-7.1774,4.3885,5.1172,4.3885,5.1172,-7.1774,0.06,0,0.11
91,1729,193.79,-2.4436,-1.7548,-2.4436,-1.7548,193.79,0.06,0,0.11
92,1748,193.79,0.5641,1.2009,0.5641,1.2009,193.79,0.06,0,0.11
93,1767,-200.97,-2.202,-1.625,-2.202,-1.625,-200.97,0.06,0,0.11
94,1786,-114.84,-4.528,-3.9645,-4.528,-3.9645,-114.84,0.06,0,0.11
95,1805,-330.16,-3.3598,-2.788,-3.3598,-2.788,-330.16,0.06,0,0.11
96,1824,200.97,5.5252,6.2975,5.5252,6.2975,200.97,0.06,0,0.11
97,1843,-14.355,4.1887,4.8717,4.1887,4.8717,-14.355,0.06,0,0.11
98,1862,-186.61,5.7951,6.5725,5.7951,6.5725,-186.61,0.06,0,0.11
99,1881,-200.97,4.7426,5.6158,4.7426,5.6158,-200.97,0.06,0,0.11
100,1900,-100.48,4.1302,4.8171,4.1302,4.8171,-100.48,0.06,0,0.11
101,1919,28.71,10.839,11.688,10.839,11.688,28.71,0.06,0,0.11
102,1938,215.32,5.6807,6.577,5.6807,6.577,215.32,0.06,0,0.11
103,1957,-244.03,3.8488,4.5498,3.8488,4.5498,-244.03,0.06,0,0.11
104,1976,186.61,11.013,11.903,11.013,11.903,186.61,0.06,0,0.11
105,1995,114.84,3.3952,4.0904,3.3952,4.0904,114.84,0.06,0,0.11
106,2014,172.26,3.6213,4.3673,3.6213,4.3673,172.26,0.06,0,0.11
107,2033,287.1,6.0058,6.906,6.0058,6.906,287.1,0.06,0,0.11
108,2052,330.16,-3.4755,-2.7552,-3.4755,-2.7552,330.16,0.06,0,0.11
109,2071,-129.19,-3.9079,-3.1953,-3.9079,-3.1953,-129.19,0.06,0,0.11
110,2090,28.71,-0.7241,-0.0392,-0.7241,-0.0392,28.71,0.06,0,0.11
111,2109,100.48,8.1287,9.0437,8.1287,9.0437,100.48,0.06,0,0.11
112,2128,100.48,0.356,1.0024,0.356,1.0024,100.48,0.06,0,0.11
113,2147,344.52,-7.2722,-6.7492,-7.2722,-6.7492,344.52,0.06,0,0.11
114,2166,301.45,-0.6213,0.061,-0.6213,0.061,301.45,0.06,0,0.11
115,2185,172.26,0.9979,1.7014,0.9979,1.7014,172.26,0.06,0,0.11
116,2204,57.419,-0.0643,0.5339,-0.0643,0.5339,57.419,0.06,0,0.11
117,2223,-373.22,2.5644,3.2493,2.5644,3.2493,-373.22,0.06,0,0.11
118,2242,-143.55,-5.6473,-4.9867,-5.6473,-4.9867,-143.55,0.06,0,0.11
119,2261,258.39,-6.6695,-6.1517,-6.6695,-6.1517,258.39,0.06,0,0.11
120,2280,-28.71,4.5993,5.4153,4.5993,5.4153,-28.71,0.06,0,0.11
121,2299,-114.84,8.522,9.417,8.522,9.417,-114.84,0.060000002,0,0.109999998
122,2318,229.68,0.7672,1.4483,0.7672,1.4483,229.68,0.060000007,0,0.109999993
123,2337,-186.61,0.9285,1.5787,0.9285,1.5787,-186.61,0.060000019,0,0.109999981
124,2356,315.81,-1.0332,-0.4478,-1.0332,-0.4478,315.81,0.060000046,0,0.109999954
125,2375,330.16,-2.1467,-1.4984,-2.1467,-1.4984,330.16,0.060000099,0,0.109999901
126,2394,229.68,3.1774,3.8912,3.1774,3.8912,229.68,0.060000194,0,0.109999806
127,2413,358.87,5.6068,6.3958,5.6068,6.3958,358.87,0.060000357,0,0.109999643
128,2432,43.064,8.0844,8.8747,8.0844,8.8747,43.064,0.060000623,0,0.109999377
129,2451,86.129,-0.9041,-0.2898,-0.9041,-0.2898,86.129,0.060001039,0,0.109998961
130,2470,215.32,5.0722,5.9236,5.0722,5.9236,215.32,0.060001666,0,0.109998334
131,2489,86.129,1.6198,2.3144,1.6198,2.3144,86.129,0.060002587,0,0.109997413
132,2508,114.84,0.4845,1.1559,0.4845,1.1559,114.84,0.060003906,0,0.109996094
133,2527,459.35,7.9508,8.7899,7.9508,8.7899,459.35,0.060005752,0,0.109994248
134,2546,143.55,-6.9709,-6.4537,-6.9709,-6.4537,143.55,0.06000829,0,0.10999171
135,2565,86.129,5.4147,6.3187,5.4147,6.3187,86.129,0.060011716,0,0.109988284
136,2584,129.19,10.248,11.16,10.248,11.16,129.19,0.060016272,0,0.109983728
137,2603,172.26,1.4496,2.1229,1.4496,2.1229,172.26,0.060022245,0,0.109977755
138,2622,-172.26,-4.12,-3.4273,-4.12,-3.4273,-172.26,0.060029972,0,0.109970028
139,2641,129.19,4.4412,5.3273,4.4412,5.3273,129.19,0.06003985,0,0.10996015
140,2660,57.419,-1.0036,-0.4067,-1.0036,-0.4067,57.419,0.060052329,0,0.109947671
141,2679,244.03,-1.3191,-0.6657,-1.3191,-0.6657,244.03,0.060067921,0,0.109932079
142,2698,86.129,1.5459,2.2759,1.5459,2.2759,86.129,0.060087196,0,0.109912804
143,2717,258.39,6.7955,7.7323,6.7955,7.7323,258.39,0.060110774,0,0.109889226
144,2736,272.74,8.0375,8.8105,8.0375,8.8105,272.74,0.060139318,0,0.109860682
145,2755,57.419,-2.0214,-1.4251,-2.0214,-1.4251,57.419,0.06017352,0,0.10982648
146,2774,200.97,-3.8128,-3.1401,-3.8128,-3.1401,200.97,0.060214077,0,0.109785923
147,2793,14.355,-4.5845,-4.0043,-4.5845,-4.0043,14.355,0.060261668,0,0.109738332
148,2812,186.61,5.1371,5.9904,5.1371,5.9904,186.61,0.060316925,0,0.109683075
149,2831,28.71,1.553,2.256,1.553,2.256,28.71,0.060380393,0,0.109619607
150,2850,373.22,-2.8233,-2.1107,-2.8233,-2.1107,373.22,0.060452498,0,0.109547502
151,2869,200.97,2.6428,3.3701,2.6428,3.3701,200.97,0.06053351,0,0.10946649
152,2888,71.774,-2.2315,-1.5325,-2.2315,-1.5325,71.774,0.060623517,0,0.109376483
153,2907,200.97,5.236,5.9891,5.236,5.9891,200.97,0.060722396,0,0.109277604
154,2926,272.74,-3.9452,-3.25,-3.9452,-3.25,272.74,0.06082981,0,0.10917019
155,2945,387.58,-2.2547,-1.6275,-2.2547,-1.6275,387.58,0.060945206,0,0.109054794
156,2964,57.419,0.0257,0.6528,0.0257,0.6528,57.419,0.061067836,0,0.108932164
157,2983,244.03,10.054,10.954,10.054,10.954,244.03,0.061196786,0,0.108803214
158,3002,157.9,2.4622,3.1915,2.4622,3.1915,157.9,0.061331014,0,0.108668986
159,3021,57.419,4.003,4.7586,4.003,4.7586,57.419,0.061469404,0,0.108530596
160,3040,-28.71,-3.1831,-2.5843,-3.1831,-2.5843,-28.71,0.061610811,0,0.108389189
161,3059,-315.81,5.7514,6.4922,5.7514,6.4922,-315.81,0.06175411,0,0.10824589
162,3078,244.03,-0.3964,0.2422,-0.3964,0.2422,244.03,0.06189824,0,0.10810176
163,3097,-244.03,0.8758,1.58,0.8758,1.58,-244.03,0.062042236,0,0.107957764
164,3116,-473.71,-5.984,-5.3915,-5.984,-5.3915,-473.71,0.062185251,0,0.107814749
165,3135,373.22,-2.5175,-1.8878,-2.5175,-1.8878,373.22,0.062326573,0,0.107673427
166,3154,172.26,1.6449,2.3234,1.6449,2.3234,172.26,0.062465624,0,0.107534376
167,3173,-129.19,-1.9919,-1.3455,-1.9919,-1.3455,-129.19,0.062601966,0,0.107398034
168,3192,301.45,4.8203,5.5252,4.8203,5.5252,301.45,0.062735283,0,0.107264717
169,3211,14.355,-3.4241,-2.8676,-3.4241,-2.8676,14.355,0.062865719,0,0.107134281
170,3230,71.774,5.7899,6.5128,5.7899,6.5128,71.774,0.062992448,0,0.107007552
171,3249,244.03,3.6387,4.5318,3.6387,4.5318,244.03,0.063115828,0,0.106884172
172,3268,172.26,4.9482,5.7379,4.9482,5.7379,172.26,0.063235906,0,0.106764094
173,3287,71.774,0.39,1.039,0.39,1.039,71.774,0.063352785,0,0.106647215
174,3306,-301.45,-4.1206,-3.3682,-4.1206,-3.3682,-301.45,0.063466606,0,0.106533394
175,3325,129.19,4.0801,4.9604,4.0801,4.9604,129.19,0.063577542,0,0.106422458
176,3344,258.39,3.1234,3.8282,3.1234,3.8282,258.39,0.063685787,0,0.106314213
177,3363,43.064,0.2358,0.8816,0.2358,0.8816,43.064,0.063791549,0,0.106208451
178,3382,172.26,-1.5003,-0.8115,-1.5003,-0.8115,172.26,0.063895043,0,0.106104957
179,3401,-57.419,3.097,3.8417,3.097,3.8417,-57.419,0.063996489,0,0.106003511
180,3420,100.48,-3.2763,-2.5682,-3.2763,-2.5682,100.48,0.064096106,0,0.105903894
181,3439,143.55,4.3847,5.3061,4.3847,5.3061,143.55,0.064194111,0,0.105805889
182,3458,100.48,-4.2979,-3.5956,-4.2979,-3.5956,100.48,0.064290716,0,0.105709284
183,3477,-157.9,-4.0962,-3.4389,-4.0962,-3.4389,-157.9,0.06438613,0,0.10561387
184,3496,-57.419,2.4847,3.1741,2.4847,3.1741,-57.419,0.064480555,0,0.105519445
185,3515,86.129,-3.2769,-2.5612,-3.2769,-2.5612,86.129,0.064574188,0,0.105425812
186,3534,215.32,8.0568,8.8683,8.0568,8.8683,215.32,0.06466722,0,0.10533278
187,3553,200.97,3.9227,4.6462,3.9227,4.6462,200.97,0.064759836,0,0.105240164
188,3572,215.32,2.5785,3.3213,2.5785,3.3213,215.32,0.064852218,0,0.105147782
189,3591,-172.26,4.5678,5.3318,4.5678,5.3318,-172.26,0.064944541,0,0.105055459
190,3610,129.19,-5.2977,-4.7291,-5.2977,-4.7291,129.19,0.065036977,0,0.104963023
191,3629,-294.27,-3.1664,-2.6004,-3.1664,-2.6004,-294.27,0.065128718,0,0.104871282
192,3648,-35.887,11.586,12.428,11.586,12.428,-35.887,0.06522188,0,0.10477812
193,3667,7.1774,3.1478,3.8565,3.1478,3.8565,7.1774,0.06531565,0,0.10468435
194,3686,-150.73,3.6515,4.3056,3.6515,4.3056,-150.73,0.065410192,0,0.104589808
195,3705,-251.21,0.088,0.7029,0.088,0.7029,-251.21,0.065505663,0,0.104494337
196,3724,-150.73,-7.891,-7.4194,-7.891,-7.4194,-150.73,0.065602222,0,0.104397778
197,3743,50.242,0.6592,1.3346,0.6592,1.3346,50.242,0.065700023,0,0.104299977
198,3762,-495.24,0.6676,1.3146,0.6676,1.3146,-495.24,0.065799221,0,0.104200779
199,3781,78.951,-8.2354,-7.7432,-8.2354,-7.7432,78.951,0.065899968,0,0.104100032
200,3800,64.597,0.825,1.4888,0.825,1.4888,64.597,0.066002412,0,0.103997588
201,3819,193.79,1.2317,1.9154,1.2317,1.9154,193.79,0.066106698,0,0.103893302
202,3838,165.08,-4.846,-4.1784,-4.846,-4.1784,165.08,0.066212966,0,0.103787034
203,3857,179.43,4.2343,5.0709,4.2343,5.0709,179.43,0.06632135,0,0.10367865
204,3876,222.5,0.0186,0.6747,0.0186,0.6747,222.5,0.066431973,0,0.103568027
205,3895,-107.66,4.5993,5.2418,4.5993,5.2418,-107.66,0.066544949,0,0.103455051
206,3914,93.306,4.6269,5.398,4.6269,5.398,93.306,0.066660375,0,0.103339625
207,3933,165.08,2.8304,3.4973,2.8304,3.4973,165.08,0.066778329,0,0.103221671
208,3952,-21.532,4.0525,4.758,4.0525,4.758,-21.532,0.066898867,0,0.103101133
209,3971,21.532,-6.0694,-5.5323,-6.0694,-5.5323,21.532,0.067022014,0,0.102977986
210,3990,107.66,1.5042,2.139,1.5042,2.139,107.66,0.06714782,0,0.10285218
211,4009,150.73,-0.4543,0.2165,-0.4543,0.2165,150.73,0.067276116,0,0.102723884
212,4028,208.14,3.888,4.5633,3.888,4.5633,208.14,0.067406853,0,0.102593147
213,4047,93.306,5.6486,6.365,5.6486,6.365,93.306,0.067539865,0,0.102460135
214,4066,136.37,11.348,12.269,11.348,12.269,136.37,0.067674921,0,0.102325079
215,4085,-35.887,4.2864,4.9932,4.2864,4.9932,-35.887,0.067811711,0,0.102188289
216,4104,265.56,4.2382,4.9071,4.2382,4.9071,265.56,0.06794984,0,0.10205016
217,4123,64.597,-1.8679,-1.2947,-1.8679,-1.2947,64.597,0.06808882,0,0.10191118
218,4142,78.951,4.9206,5.6659,4.9206,5.6659,78.951,0.06822807,0,0.10177193
219,4161,-93.306,2.815,3.5487,2.815,3.5487,-93.306,0.068366911,0,0.101633089
220,4180,222.5,1.4631,2.0966,1.4631,2.0966,222.5,0.068504572,0,0.101495428
221,4199,-35.887,3.3457,4.0127,3.3457,4.0127,-35.887,0.068640201,0,0.101359799
222,4218,193.79,5.7501,6.5121,5.7501,6.5121,193.79,0.068772879,0,0.101227121
223,4237,251.21,-2.7578,-2.2071,-2.7578,-2.2071,251.21,0.068901647,0,0.101098353
224,4256,122.02,-0.4151,0.1915,-0.4151,0.1915,122.02,0.069025533,0,0.100974467
225,4275,50.242,5.6466,6.4067,5.6466,6.4067,50.242,0.069143592,0,0.100856408
226,4294,-7.1774,-6.2692,-5.7488,-6.2692,-5.7488,-7.1774,0.069254948,0,0.100745052
227,4313,-78.951,5.4693,6.2121,5.4693,6.2121,-78.951,0.069358836,0,0.100641164
228,4332,-294.27,-0.2602,0.383,-0.2602,0.383,-294.27,0.069454646,0,0.100545354
229,4351,7.1774,-3.3393,-2.6177,-3.3393,-2.6177,7.1774,0.069541963,0,0.100458037
230,4370,64.597,3.8848,4.544,3.8848,4.544,64.597,0.069620599,0,0.100379401
231,4389,93.306,5.459,6.23,5.459,6.23,93.306,0.069690615,0,0.100309385
232,4408,322.98,1.5504,2.2168,1.5504,2.2168,322.98,0.069752334,0,0.100247666
233,4427,265.56,-5.8953,-5.2785,-5.8953,-5.2785,265.56,0.069806336,0,0.100193664
234,4446,78.951,-1.7297,-1.0345,-1.7297,-1.0345,78.951,0.06985345,0,0.10014655
235,4465,-50.242,-2.975,-2.2476,-2.975,-2.2476,-50.242,0.069894726,0,0.100105274
236,4484,-35.887,3.9439,4.8422,3.9439,4.8422,-35.887,0.069931405,0,0.100068595
237,4503,-50.242,4.6366,5.5098,4.6366,5.5098,-50.242,0.069964874,0,0.100035126
238,4522,150.73,0.5102,1.154,0.5102,1.154,150.73,0.069996628,0,0.100003372
239,4541,179.43,-0.2904,0.347,-0.2904,0.347,179.43,0.070028214,0,0.099971786
240,4560,251.21,-4.7586,-4.2459,-4.7586,-4.2459,251.21,0.070061186,0,0.099938814
241,4579,179.43,2.0214,2.7032,2.0214,2.7032,179.43,0.070097053,0,0.099902947
242,4598,193.79,0.3405,1.0114,0.3405,1.0114,193.79,0.070137231,0,0.099862769
243,4617,107.66,4.7638,5.5342,4.7638,5.5342,107.66,0.070182994,0,0.099817006
244,4636,351.69,8.2168,9.0097,8.2168,9.0097,351.69,0.070235437,0,0.099764563
245,4655,-236.85,3.3894,4.0557,3.3894,4.0557,-236.85,0.070295438,0,0.099704562
246,4674,122.02,0.94,1.6121,0.94,1.6121,122.02,0.070363633,0,0.099636367
247,4693,208.14,-0.3226,0.3187,-0.3226,0.3187,208.14,0.070440401,0,0.099559599
248,4712,-136.37,-3.383,-2.6595,-3.383,-2.6595,-136.37,0.070525857,0,0.099474143
249,4731,136.37,1.9295,2.6196,1.9295,2.6196,136.37,0.070619867,0,0.099380133
250,4750,35.887,9.8906,10.781,9.8906,10.781,35.887,0.070722062,0,0.099277938
251,4769,251.21,4.8248,5.7057,4.8248,5.7057,251.21,0.070831871,0,0.099168129
252,4788,-150.73,4.6012,5.299,4.6012,5.299,-150.73,0.070948558,0,0.099051442
253,4807,279.92,0.9387,1.6301,0.9387,1.6301,279.92,0.071071267,0,0.098928733
254,4826,294.27,-1.5427,-0.9143,-1.5427,-0.9143,294.27,0.071199065,0,0.098800935
255,4845,122.02,-4.7933,-4.2433,-4.7933,-4.2433,122.02,0.071330983,0,0.098669017
256,4864,107.66,1.2298,1.8923,1.2298,1.8923,107.66,0.071466056,0,0.098533944
257,4883,222.5,1.8582,2.5676,1.8582,2.5676,222.5,0.071603354,0,0.098396646
258,4902,193.79,8.5136,9.3913,8.5136,9.3913,193.79,0.071742009,0,0.098257991
259,4921,380.4,-5.2315,-4.7047,-5.2315,-4.7047,380.4,0.071881232,0,0.098118768
260,4940,294.27,4.0396,4.7021,4.0396,4.7021,294.27,0.072020323,0,0.097979677
261,4959,122.02,1.1675,1.8261,1.1675,1.8261,122.02,0.072158679,0,0.097841321
262,4978,21.532,0.3585,1.0416,0.3585,1.0416,21.532,0.072295794,0,0.097704206
263,4997,136.37,2.7873,3.4832,2.7873,3.4832,136.37,0.072431252,0,0.097568748
264,5016,-7.1774,-6.257,-5.7449,-6.257,-5.7449,-7.1774,0.072564727,0,0.097435273
265,5035,265.56,5.4712,6.383,5.4712,6.383,265.56,0.07269597,0,0.09730403
266,5054,208.14,0.9966,1.6552,0.9966,1.6552,208.14,0.072824802,0,0.097175198
267,5073,136.37,-2.5849,-1.9315,-2.5849,-1.9315,136.37,0.072951164,0,0.097048836
268,5092,179.43,3.8096,4.5363,3.8096,4.5363,179.43,0.073074872,0,0.096925128
269,5111,78.951,3.0122,3.7351,3.0122,3.7351,78.951,0.07319597,0,0.09680403
270,5130,351.69,4.0923,4.8891,4.0923,4.8891,351.69,0.073314477,0,0.096685523
271,5149,208.14,5.9743,6.7466,5.9743,6.7466,208.14,0.073430441,0,0.096569559
272,5168,423.47,4.8724,5.7353,4.8724,5.7353,423.47,0.073543936,0,0.096456064
273,5187,423.47,-0.6599,-0.0463,-0.6599,-0.0463,423.47,0.073655056,0,0.096344944
274,5206,-21.532,-2.788,-2.2168,-2.788,-2.2168,-21.532,0.073763911,0,0.096236089
275,5225,-7.1774,6.1555,6.9426,6.1555,6.9426,-7.1774,0.073870624,0,0.096129376
276,5244,351.69,4.2478,5.1152,4.2478,5.1152,351.69,0.073975324,0,0.096024676
277,5263,322.98,-1.4913,-0.8777,-1.4913,-0.8777,322.98,0.074078151,0,0.095921849
278,5282,251.21,-0.6567,-0.054,-0.6567,-0.054,251.21,0.07417925,0,0.09582075
279,5301,-236.85,0.4331,1.064,0.4331,1.064,-236.85,0.074278768,0,0.095721232
280,5320,236.85,-1.0814,-0.4639,-1.0814,-0.4639,236.85,0.074376856,0,0.095623144
281,5339,136.37,4.0621,4.8878,4.0621,4.8878,136.37,0.074473668,0,0.095526332
282,5358,380.4,1.5016,2.2258,1.5016,2.2258,380.4,0.074569359,0,0.095430641
283,5377,21.532,1.1643,1.8306,1.1643,1.8306,21.532,0.074664086,0,0.095335914
284,5396,-294.27,3.924,4.6301,3.924,4.6301,-294.27,0.074758008,0,0.095241992
285,5415,21.532,4.1032,4.8711,4.1032,4.8711,21.532,0.074851286,0,0.095148714
286,5434,64.597,-0.239,0.4048,-0.239,0.4048,64.597,0.074944082,0,0.095055918
287,5453,208.14,3.0206,3.7261,3.0206,3.7261,208.14,0.075036318,0,0.094963682
288,5472,136.37,1.7149,2.3767,1.7149,2.3767,136.37,0.07512865,0,0.09487135
289,5491,150.73,-2.6068,-1.9604,-2.6068,-1.9604,150.73,0.075221004,0,0.094778996
290,5510,-236.85,-2.9807,-2.3144,-2.9807,-2.3144,-236.85,0.075313556,0,0.094686444
291,5529,-78.951,-3.2268,-2.5714,-3.2268,-2.5714,-78.951,0.075406485,0,0.094593515
292,5548,366.05,-7.3641,-6.8687,-7.3641,-6.8687,366.05,0.075499977,0,0.094500023
293,5567,-265.56,5.4918,6.2352,5.4918,6.2352,-265.56,0.075594221,0,0.094405779
294,5586,78.951,-3.0983,-2.4494,-3.0983,-2.4494,78.951,0.075689412,0,0.094310588
295,5605,-7.1774,10.74,11.589,10.74,11.589,-7.1774,0.075785753,0,0.094214247
296,5624,150.73,4.3583,5.1853,4.3583,5.1853,150.73,0.075883449,0,0.094116551
297,5643,-7.1774,-2.8297,-2.1859,-2.8297,-2.1859,-7.1774,0.075982714,0,0.094017286
